sequence_id,status,gps_post_process_available,lidar_poses_available,calibration_available,row_count,duration_s,median_rate_hz,maximum_gap_s,first_timestamp_s,last_timestamp_s,reference_frame,pose_sha256
boreas-2021-06-17-17-52,ELIGIBLE_PUBLIC_GT,True,True,True,11906,1234.5993039608002,9.641147291525876,0.10430908203125,1623966755.089722,1623967989.6890259,ENU_ref,59879eb85e04ee94a8f9455edd9a6fac8ab51d146a3584b1fd484aca9d9a2703
boreas-2021-07-20-17-33,ELIGIBLE_PUBLIC_GT,True,True,True,10843,1124.3627350330353,9.63771349526766,0.104248046875,1626816840.137029,1626817964.499764,ENU_ref,90656511873b02fd4877f53189c424630c4cae1f53abd3c2720d57b8616e3264
boreas-2021-07-27-14-43,ELIGIBLE_PUBLIC_GT,True,True,True,9657,1001.3646819591522,9.643297428410488,0.1041569709777832,1627411476.091951,1627412477.4566329,ENU_ref,40f806b0f2d8faf2941bc92ce07c34eb46c93d9eaaeb798ee03f3c7007645269
boreas-2021-08-05-13-34,ELIGIBLE_PUBLIC_GT,True,True,True,10790,1118.866947889328,9.64327525715836,0.1046140193939209,1628184886.518266,1628186005.3852139,ENU_ref,47a9e52b2d2d99c69bbf9a19446c7f17fc77c304db1d2a5058cf6d5db1c58be4
boreas-2021-09-02-11-42,ELIGIBLE_PUBLIC_GT,True,True,True,9967,1033.5200200080872,9.63771349526766,0.1058349609375,1630597330.954834,1630598364.474854,ENU_ref,9ad5e18499219ff663bbdac4c0fe8c20d255ba3231804078cba82738ab4a5630
boreas-2021-09-07-09-35,ELIGIBLE_PUBLIC_GT,True,True,True,8622,894.032958984375,9.63771349526766,0.1041259765625,1631021758.295899,1631022652.328858,ENU_ref,e112efb02a2f023d7674af5cf95c04aed83824af67a6eb175236d9cf2bd806c5
boreas-2021-09-14-20-00,ELIGIBLE_PUBLIC_GT,True,True,True,9409,975.6540031433105,9.641900838605267,0.1043238639831543,1631664070.152943,1631665045.806946,ENU_ref,128ac99d099f3920f542216ef4659903d2949f1318ecc72ca5681dd146424d91
boreas-2021-10-15-12-35,ELIGIBLE_PUBLIC_GT,True,True,True,9546,990.6793220043182,9.637624913545695,0.1105961799621582,1634315732.54541,1634316723.224732,ENU_ref,a5912b1b7462c4cd26fbf71533e05669775f56b4531087fab47b8c13e47a62eb
boreas-2021-10-22-11-36,ELIGIBLE_PUBLIC_GT,True,True,True,9733,1010.1442868709564,9.637624913545695,0.1105959415435791,1634917014.152832,1634918024.297119,ENU_ref,7a3427a5e2286ed7e46bd7e7c5622cc79ab258afd9a122a9146706c9c76b24a1
boreas-2021-11-02-11-16,ELIGIBLE_PUBLIC_GT,True,True,True,9568,992.9231259822845,9.643297428410488,0.1118171215057373,1635866214.1269228,1635867207.0500488,ENU_ref,880d9ee598ac24ad186e9356a6db81f0a65218fe8254ea329fb56894fe838581
boreas-2021-11-14-09-47,ELIGIBLE_PUBLIC_GT,True,True,True,9876,1024.9225769042969,9.638931659090595,0.1108400821685791,1636901260.120239,1636902285.042816,ENU_ref,734d0a25bb8150fbe7eae8e5a667be926f9af8bd0f9356792d280756d2ae7f17
boreas-2021-11-16-14-10,ELIGIBLE_PUBLIC_GT,True,True,True,9889,1026.3166201114655,9.643297428410488,0.108551025390625,1637089823.5071719,1637090849.823792,ENU_ref,ede0bdb60caeb3be05d9e22ea88f1c0dee43475081d1a997ef0c6e6d4a3b592e
boreas-2021-11-23-14-27,ELIGIBLE_PUBLIC_GT,True,True,True,9916,1029.0770258903503,9.63771349526766,0.1080319881439209,1637695672.062378,1637696701.1394038,ENU_ref,3253a4fa956d71b30933b29c9602b1ced058c9bdb7e2efaecb8093f8d7740fd9
