relative_path,local_path,s3_key,size_bytes,sha256,etag,last_modified,version_id,status
stage1_payload/boreas-2020-11-26-13-58/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2020-11-26-13-58/calib/T_applanix_lidar.txt,boreas-2020-11-26-13-58/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T03:45:11.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2020-12-01-13-26/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2020-12-01-13-26/applanix/lidar_poses.csv,boreas-2020-12-01-13-26/applanix/lidar_poses.csv,2407202,05fee17a8af420324eb065bda5e2fe6f23406b3deb8c998f50fc7658612a506d,ce876c33af300284c7ef13ac680a87c3,2023-05-15T05:30:02.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2020-12-01-13-26/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2020-12-01-13-26/calib/T_applanix_lidar.txt,boreas-2020-12-01-13-26/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:30:04.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2020-12-04-14-00/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2020-12-04-14-00/calib/T_applanix_lidar.txt,boreas-2020-12-04-14-00/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:30:52.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2020-12-18-13-44/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2020-12-18-13-44/applanix/lidar_poses.csv,boreas-2020-12-18-13-44/applanix/lidar_poses.csv,2496538,15ea6fbc366182a92b5e9bfff6f795c64f78cac6acebbd26ab6b475ea1e976b7,506a35118f26ca9d61a8466eb85060d9,2023-05-15T05:31:32.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2020-12-18-13-44/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2020-12-18-13-44/calib/T_applanix_lidar.txt,boreas-2020-12-18-13-44/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:31:33.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-01-15-12-17/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-01-15-12-17/applanix/lidar_poses.csv,boreas-2021-01-15-12-17/applanix/lidar_poses.csv,2321375,aa4e5158d07790ef5f05ba48f11a5ced6ec16cd1a112cfbbdd86787ce69770fb,a9ffef39099ee3c4fcd4d7362065eef6,2023-05-15T05:41:59.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-01-15-12-17/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-01-15-12-17/calib/T_applanix_lidar.txt,boreas-2021-01-15-12-17/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:42:01.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-01-19-15-08/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-01-19-15-08/applanix/lidar_poses.csv,boreas-2021-01-19-15-08/applanix/lidar_poses.csv,2367177,c0266b6795d610e6cc18dfb5f46a1ff34a3d5d9d76c0fd94a987da4dd815013a,22dd070f6ed6173253cc5879b2a1b2e9,2023-05-15T05:42:47.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-01-19-15-08/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-01-19-15-08/calib/T_applanix_lidar.txt,boreas-2021-01-19-15-08/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:42:47.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-01-26-10-59/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-01-26-10-59/calib/T_applanix_lidar.txt,boreas-2021-01-26-10-59/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-25T03:39:08.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-01-26-11-22/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-01-26-11-22/applanix/lidar_poses.csv,boreas-2021-01-26-11-22/applanix/lidar_poses.csv,3560588,516b9e86d050e5ee09b4c048271f2372efeaaede4e176b78e3fa0ea631c490ef,47bf5863753d3166f4fe43996ab5fc0c,2023-05-15T05:43:34.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-01-26-11-22/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-01-26-11-22/calib/T_applanix_lidar.txt,boreas-2021-01-26-11-22/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:43:36.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-02-02-14-07/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-02-02-14-07/applanix/lidar_poses.csv,boreas-2021-02-02-14-07/applanix/lidar_poses.csv,2783314,43b50fbe65a7ae6c166b19f0c63b942d76be450a6f3698da51350889550fa93a,0c4e739948af18b5ed4eb8c6f259d7a7,2023-05-15T05:44:35.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-02-02-14-07/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-02-02-14-07/calib/T_applanix_lidar.txt,boreas-2021-02-02-14-07/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:44:38.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-02-09-12-55/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-02-09-12-55/calib/T_applanix_lidar.txt,boreas-2021-02-09-12-55/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-25T03:40:36.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-03-02-13-38/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-03-02-13-38/applanix/lidar_poses.csv,boreas-2021-03-02-13-38/applanix/lidar_poses.csv,2714563,69d66eb9a6b4b5991b64ddd3631bf3bb708b996c86e2f997ecb2afd7a80028c1,a5e0d7ff16087788fd06482258ad4da5,2023-05-15T05:45:29.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-03-02-13-38/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-03-02-13-38/calib/T_applanix_lidar.txt,boreas-2021-03-02-13-38/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:45:31.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-03-09-14-23/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-03-09-14-23/calib/T_applanix_lidar.txt,boreas-2021-03-09-14-23/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-25T03:41:16.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-03-23-12-43/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-03-23-12-43/applanix/lidar_poses.csv,boreas-2021-03-23-12-43/applanix/lidar_poses.csv,2511737,598f8ee649f44670a87059916fcd3b1726b5aa1743a8f05227ea0166de17f4ac,57d5ffb1e2f476eaf9defa24f4513dd7,2026-06-12T02:05:48.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-03-23-12-43/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-03-23-12-43/calib/T_applanix_lidar.txt,boreas-2021-03-23-12-43/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:45:53.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-03-30-14-23/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-03-30-14-23/applanix/lidar_poses.csv,boreas-2021-03-30-14-23/applanix/lidar_poses.csv,2916043,d7d66a8eab40c4a96a8235c9d11df697ba70a5cac75071166eb394e7ef9458e0,1cb2588f326b23c893eef80bf3866991,2023-05-15T05:46:15.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-03-30-14-23/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-03-30-14-23/calib/T_applanix_lidar.txt,boreas-2021-03-30-14-23/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:46:17.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-08-12-44/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-08-12-44/applanix/lidar_poses.csv,boreas-2021-04-08-12-44/applanix/lidar_poses.csv,2298562,fd6c2e44f185dbb66dc669bbf9f756b49b075c924ef8a2e921e9bd3f78ddb23b,d3d71a548e0b2af802408a17090c7ef9,2023-05-15T05:46:42.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-08-12-44/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-08-12-44/calib/T_applanix_lidar.txt,boreas-2021-04-08-12-44/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:46:42.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-13-14-49/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-13-14-49/applanix/lidar_poses.csv,boreas-2021-04-13-14-49/applanix/lidar_poses.csv,2664462,dd74f6e4eb2550ef3f20772fb1f276d346b1c2b6e4e436bd5b5723f50fcab205,7c3336dcd3c34cca140881dbf17229e3,2023-05-15T05:47:14.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-13-14-49/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-13-14-49/calib/T_applanix_lidar.txt,boreas-2021-04-13-14-49/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:47:18.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-15-18-55/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-15-18-55/applanix/lidar_poses.csv,boreas-2021-04-15-18-55/applanix/lidar_poses.csv,2452117,491a77c869d740f1abd1cda1037144e01e37f7cdec8226a992eaf45bf3a3a06d,2fc153c5f88c01d860340f5308c27d98,2023-05-15T05:47:37.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-15-18-55/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-15-18-55/calib/T_applanix_lidar.txt,boreas-2021-04-15-18-55/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:47:40.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-20-14-11/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-20-14-11/applanix/lidar_poses.csv,boreas-2021-04-20-14-11/applanix/lidar_poses.csv,2460681,8424a211905af9b2a2fde79f7605fa72ae9093ee977eeaaf6aa966064891a356,a5f1c50aec5422a2df1cc5bd44243d1a,2023-05-15T05:48:12.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-20-14-11/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-20-14-11/calib/T_applanix_lidar.txt,boreas-2021-04-20-14-11/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:48:12.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-22-15-00/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-22-15-00/calib/T_applanix_lidar.txt,boreas-2021-04-22-15-00/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-25T03:43:42.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-29-15-55/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-29-15-55/applanix/lidar_poses.csv,boreas-2021-04-29-15-55/applanix/lidar_poses.csv,2694013,8497040f262eae17e4f8557e5e956adaa4193f17259be542d88e2b3c7885feaf,2d9840b9ae3a98d5c3e002a88fb914cf,2023-05-15T05:48:33.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-04-29-15-55/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-04-29-15-55/calib/T_applanix_lidar.txt,boreas-2021-04-29-15-55/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:48:34.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-05-06-13-19/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-05-06-13-19/applanix/lidar_poses.csv,boreas-2021-05-06-13-19/applanix/lidar_poses.csv,2648666,9641250e84bc7eaeee39d20ad39b3992849e715d6538dde7a4888bec567b5f23,c9a93a17d62a88a030d48282fbc14994,2023-05-15T05:49:00.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-05-06-13-19/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-05-06-13-19/calib/T_applanix_lidar.txt,boreas-2021-05-06-13-19/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:49:01.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-05-13-16-11/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-05-13-16-11/applanix/lidar_poses.csv,boreas-2021-05-13-16-11/applanix/lidar_poses.csv,2779102,46830f1f07397b9551d94a7544d49e954df456ca234fe1b9fc86284058ba26ea,b559786fe52eb9b06ad6abfa70a7d199,2023-05-15T05:49:47.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-05-13-16-11/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-05-13-16-11/calib/T_applanix_lidar.txt,boreas-2021-05-13-16-11/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:49:49.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-06-03-16-00/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-06-03-16-00/applanix/lidar_poses.csv,boreas-2021-06-03-16-00/applanix/lidar_poses.csv,2632247,e1222e242982142129eeebabaa38d70a6cb0afbd65554bb9ab81588cfef13bbb,adc3cdad74f9183b7f65a8953ed3dc8d,2023-05-15T05:50:34.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-06-03-16-00/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-06-03-16-00/calib/T_applanix_lidar.txt,boreas-2021-06-03-16-00/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:50:38.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-06-17-17-52/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-06-17-17-52/applanix/lidar_poses.csv,boreas-2021-06-17-17-52/applanix/lidar_poses.csv,3123277,59879eb85e04ee94a8f9455edd9a6fac8ab51d146a3584b1fd484aca9d9a2703,e49e8c3b983b98e21232f8fcafdac9e2,2023-05-15T05:51:02.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-06-17-17-52/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-06-17-17-52/calib/T_applanix_lidar.txt,boreas-2021-06-17-17-52/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:51:06.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-06-29-18-53/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-06-29-18-53/calib/T_applanix_lidar.txt,boreas-2021-06-29-18-53/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-25T03:45:52.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-06-29-20-43/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-06-29-20-43/calib/T_applanix_lidar.txt,boreas-2021-06-29-20-43/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-25T03:46:13.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-07-20-17-33/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-07-20-17-33/applanix/lidar_poses.csv,boreas-2021-07-20-17-33/applanix/lidar_poses.csv,2839948,90656511873b02fd4877f53189c424630c4cae1f53abd3c2720d57b8616e3264,34514dea519beff1779c33c9f914028d,2023-05-15T05:51:54.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-07-20-17-33/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-07-20-17-33/calib/T_applanix_lidar.txt,boreas-2021-07-20-17-33/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:51:56.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-07-27-14-43/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-07-27-14-43/applanix/lidar_poses.csv,boreas-2021-07-27-14-43/applanix/lidar_poses.csv,2518617,40f806b0f2d8faf2941bc92ce07c34eb46c93d9eaaeb798ee03f3c7007645269,acd6f1cc54d7918a4c2d9c2c1295fb0c,2023-05-15T05:52:55.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-07-27-14-43/calib/T_applanix_lidar.txt,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-07-27-14-43/calib/T_applanix_lidar.txt,boreas-2021-07-27-14-43/calib/T_applanix_lidar.txt,401,e32772bcc7d617c62db0c3047e896e3626760d3f148fa83e26ad24b0c8f024db,58b1bee411fc44ad5d9caf778a2e0d1e,2023-05-15T05:52:56.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
stage1_payload/boreas-2021-08-05-13-34/applanix/lidar_poses.csv,/home/lj/zero_perturbation_data/boreas_stage1_v1/stage1_payload/boreas-2021-08-05-13-34/applanix/lidar_poses.csv,boreas-2021-08-05-13-34/applanix/lidar_poses.csv,2818413,47a9e52b2d2d99c69bbf9a19446c7f17fc77c304db1d2a5058cf6d5db1c58be4,192d88838cccad0864bb764fbfd34d53,2023-05-15T05:53:18.000Z,,DOWNLOADED_ALLOWLISTED_STAGE1_OBJECT
