snapshot_id,scene_variant,geometry_seed_index,geometry_seed_value,measurement_seed_index,measurement_seed_value,repeat_index,condition,snapshot_origin,phase_b_overlap,backend,planned_trial_id
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,1,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,1,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r1/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,2,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,2,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,2,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,2,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,2,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,2,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,2,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,2,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,2,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,2,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r2/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/FULL_NOISE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/FULL_NOISE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/SCAN_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/SCAN_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/MAP_NOISE_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/MAP_NOISE_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/DROPOUT_ONLY/open3d_point_to_plane
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false,pcl_iterative_closest_point_with_normals,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/DROPOUT_ONLY/pcl_iterative_closest_point_with_normals
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false,open3d_point_to_plane,full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/FULL_NOISE/open3d_point_to_plane
