snapshot_id,scene_variant,geometry_seed_index,geometry_seed_value,measurement_seed_index,measurement_seed_value,repeat_index,condition,snapshot_origin,phase_b_overlap
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r3/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,3,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/0/0/4,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m0/r4/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,0,217775206,4,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/0/1/0,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r0/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,0,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/0/1/1,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r1/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,1,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/0/1/2,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,2,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r2/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,2,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r2/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,2,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r2/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,2,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r2/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,2,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r2/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,2,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/0/1/3,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,3,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r3/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,3,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r3/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,3,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r3/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,3,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r3/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,3,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r3/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,3,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/0/1/4,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,4,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r4/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,4,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r4/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,4,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r4/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,4,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r4/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,4,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g0/m1/r4/FULL_NOISE,GEOMETRY_RICH_ROOM,0,1850310744,1,1664898153,4,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/1/0/0,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,0,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
phase-b-signal-v1/GEOMETRY_RICH_ROOM/g1/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,true
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r0/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,0,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r0/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,0,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r0/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,0,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
phase-b-signal-v1/GEOMETRY_RICH_ROOM/g1/FULL_NOISE,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,0,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,true
phase-a-v1/GEOMETRY_RICH_ROOM/1/0/1,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,1,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r1/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r1/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r1/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r1/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r1/FULL_NOISE,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,1,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/1/0/2,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,2,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r2/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,2,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r2/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,2,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r2/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,2,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r2/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,2,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r2/FULL_NOISE,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,2,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/1/0/3,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,3,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r3/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,3,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r3/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,3,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r3/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,3,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r3/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,3,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r3/FULL_NOISE,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,3,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/1/0/4,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,4,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r4/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,4,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r4/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,4,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r4/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,4,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r4/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,4,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m0/r4/FULL_NOISE,GEOMETRY_RICH_ROOM,1,1957656152,0,217775206,4,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/1/1/0,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,0,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r0/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,0,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r0/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,0,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r0/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,0,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r0/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,0,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r0/FULL_NOISE,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,0,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/1/1/1,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,1,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r1/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,1,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r1/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,1,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r1/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,1,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r1/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,1,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r1/FULL_NOISE,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,1,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/1/1/2,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,2,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r2/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,2,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r2/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,2,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r2/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,2,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r2/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,2,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r2/FULL_NOISE,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,2,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/1/1/3,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,3,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r3/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,3,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r3/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,3,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r3/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,3,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r3/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,3,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r3/FULL_NOISE,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,3,FULL_NOISE,NEW_DEVELOPMENT_GENERATED,false
phase-a-v1/GEOMETRY_RICH_ROOM/1/1/4,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,4,IDEAL_MATCHED,PHASE_A_IDEAL_IMPORT,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r4/INDEPENDENT_NOISE_FREE,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,4,INDEPENDENT_NOISE_FREE,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r4/SCAN_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,4,SCAN_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r4/MAP_NOISE_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,4,MAP_NOISE_ONLY,NEW_DEVELOPMENT_GENERATED,false
full-synthetic-development-v1/GEOMETRY_RICH_ROOM/g1/m1/r4/DROPOUT_ONLY,GEOMETRY_RICH_ROOM,1,1957656152,1,1664898153,4,DROPOUT_ONLY,NEW_DEVELOPMENT_GENERATED,false
