snapshot_id,scene_variant,geometry_seed_index,geometry_seed_value,measurement_seed_index,measurement_seed_value,repeat_index,condition,backend,planned_trial_id
phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/FULL_NOISE,GEOMETRY_RICH_ROOM,2,1334931069,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/FULL_NOISE,GEOMETRY_RICH_ROOM,2,1334931069,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/GEOMETRY_RICH_ROOM/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/LONG_CORRIDOR/g0/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/LONG_CORRIDOR/g0/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/LONG_CORRIDOR/g0/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/LONG_CORRIDOR/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/LONG_CORRIDOR/g0/FULL_NOISE,LONG_CORRIDOR,0,1850310744,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/LONG_CORRIDOR/g0/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/LONG_CORRIDOR/g0/FULL_NOISE,LONG_CORRIDOR,0,1850310744,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/LONG_CORRIDOR/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/LONG_CORRIDOR/g1/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/LONG_CORRIDOR/g1/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/LONG_CORRIDOR/g1/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/LONG_CORRIDOR/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/LONG_CORRIDOR/g1/FULL_NOISE,LONG_CORRIDOR,1,1957656152,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/LONG_CORRIDOR/g1/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/LONG_CORRIDOR/g1/FULL_NOISE,LONG_CORRIDOR,1,1957656152,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/LONG_CORRIDOR/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE,LONG_CORRIDOR,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/LONG_CORRIDOR/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE,LONG_CORRIDOR,2,1334931069,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE,LONG_CORRIDOR,2,1334931069,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/LONG_CORRIDOR/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/PARALLEL_WALLS/g0/INDEPENDENT_NOISE_FREE,PARALLEL_WALLS,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/PARALLEL_WALLS/g0/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/PARALLEL_WALLS/g0/INDEPENDENT_NOISE_FREE,PARALLEL_WALLS,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/PARALLEL_WALLS/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/PARALLEL_WALLS/g0/FULL_NOISE,PARALLEL_WALLS,0,1850310744,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/PARALLEL_WALLS/g0/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/PARALLEL_WALLS/g0/FULL_NOISE,PARALLEL_WALLS,0,1850310744,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/PARALLEL_WALLS/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/PARALLEL_WALLS/g1/INDEPENDENT_NOISE_FREE,PARALLEL_WALLS,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/PARALLEL_WALLS/g1/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/PARALLEL_WALLS/g1/INDEPENDENT_NOISE_FREE,PARALLEL_WALLS,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/PARALLEL_WALLS/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/PARALLEL_WALLS/g1/FULL_NOISE,PARALLEL_WALLS,1,1957656152,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/PARALLEL_WALLS/g1/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/PARALLEL_WALLS/g1/FULL_NOISE,PARALLEL_WALLS,1,1957656152,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/PARALLEL_WALLS/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/PARALLEL_WALLS/g2/INDEPENDENT_NOISE_FREE,PARALLEL_WALLS,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/PARALLEL_WALLS/g2/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/PARALLEL_WALLS/g2/INDEPENDENT_NOISE_FREE,PARALLEL_WALLS,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/PARALLEL_WALLS/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/PARALLEL_WALLS/g2/FULL_NOISE,PARALLEL_WALLS,2,1334931069,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/PARALLEL_WALLS/g2/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/PARALLEL_WALLS/g2/FULL_NOISE,PARALLEL_WALLS,2,1334931069,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/PARALLEL_WALLS/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_PRESENT,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_PRESENT,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/FULL_NOISE,END_FACE_TRANSITION_PRESENT,0,1850310744,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/FULL_NOISE,END_FACE_TRANSITION_PRESENT,0,1850310744,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_PRESENT,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_PRESENT,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/FULL_NOISE,END_FACE_TRANSITION_PRESENT,1,1957656152,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/FULL_NOISE,END_FACE_TRANSITION_PRESENT,1,1957656152,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_PRESENT,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_PRESENT,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/FULL_NOISE,END_FACE_TRANSITION_PRESENT,2,1334931069,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/FULL_NOISE,END_FACE_TRANSITION_PRESENT,2,1334931069,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_PRESENT/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_WEAK,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_WEAK,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/FULL_NOISE,END_FACE_TRANSITION_WEAK,0,1850310744,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/FULL_NOISE,END_FACE_TRANSITION_WEAK,0,1850310744,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_WEAK,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_WEAK,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/FULL_NOISE,END_FACE_TRANSITION_WEAK,1,1957656152,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/FULL_NOISE,END_FACE_TRANSITION_WEAK,1,1957656152,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_WEAK,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_WEAK,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/FULL_NOISE,END_FACE_TRANSITION_WEAK,2,1334931069,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/FULL_NOISE,END_FACE_TRANSITION_WEAK,2,1334931069,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_WEAK/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_ABSENT,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_ABSENT,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/FULL_NOISE,END_FACE_TRANSITION_ABSENT,0,1850310744,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/FULL_NOISE,END_FACE_TRANSITION_ABSENT,0,1850310744,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_ABSENT,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_ABSENT,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/FULL_NOISE,END_FACE_TRANSITION_ABSENT,1,1957656152,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/FULL_NOISE,END_FACE_TRANSITION_ABSENT,1,1957656152,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_ABSENT,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/INDEPENDENT_NOISE_FREE,END_FACE_TRANSITION_ABSENT,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/FULL_NOISE,END_FACE_TRANSITION_ABSENT,2,1334931069,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/FULL_NOISE,END_FACE_TRANSITION_ABSENT,2,1334931069,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/END_FACE_TRANSITION_ABSENT/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/REPEATED_STRUCTURE/g0/INDEPENDENT_NOISE_FREE,REPEATED_STRUCTURE,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/REPEATED_STRUCTURE/g0/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/REPEATED_STRUCTURE/g0/INDEPENDENT_NOISE_FREE,REPEATED_STRUCTURE,0,1850310744,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/REPEATED_STRUCTURE/g0/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/REPEATED_STRUCTURE/g0/FULL_NOISE,REPEATED_STRUCTURE,0,1850310744,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/REPEATED_STRUCTURE/g0/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/REPEATED_STRUCTURE/g0/FULL_NOISE,REPEATED_STRUCTURE,0,1850310744,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/REPEATED_STRUCTURE/g0/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/REPEATED_STRUCTURE/g1/INDEPENDENT_NOISE_FREE,REPEATED_STRUCTURE,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/REPEATED_STRUCTURE/g1/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/REPEATED_STRUCTURE/g1/INDEPENDENT_NOISE_FREE,REPEATED_STRUCTURE,1,1957656152,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/REPEATED_STRUCTURE/g1/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/REPEATED_STRUCTURE/g1/FULL_NOISE,REPEATED_STRUCTURE,1,1957656152,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/REPEATED_STRUCTURE/g1/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/REPEATED_STRUCTURE/g1/FULL_NOISE,REPEATED_STRUCTURE,1,1957656152,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/REPEATED_STRUCTURE/g1/FULL_NOISE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/REPEATED_STRUCTURE/g2/INDEPENDENT_NOISE_FREE,REPEATED_STRUCTURE,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,open3d_point_to_plane,phase-b-signal-v1/REPEATED_STRUCTURE/g2/INDEPENDENT_NOISE_FREE/open3d_point_to_plane
phase-b-signal-v1/REPEATED_STRUCTURE/g2/INDEPENDENT_NOISE_FREE,REPEATED_STRUCTURE,2,1334931069,0,217775206,0,INDEPENDENT_NOISE_FREE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/REPEATED_STRUCTURE/g2/INDEPENDENT_NOISE_FREE/pcl_iterative_closest_point_with_normals
phase-b-signal-v1/REPEATED_STRUCTURE/g2/FULL_NOISE,REPEATED_STRUCTURE,2,1334931069,0,217775206,0,FULL_NOISE,open3d_point_to_plane,phase-b-signal-v1/REPEATED_STRUCTURE/g2/FULL_NOISE/open3d_point_to_plane
phase-b-signal-v1/REPEATED_STRUCTURE/g2/FULL_NOISE,REPEATED_STRUCTURE,2,1334931069,0,217775206,0,FULL_NOISE,pcl_iterative_closest_point_with_normals,phase-b-signal-v1/REPEATED_STRUCTURE/g2/FULL_NOISE/pcl_iterative_closest_point_with_normals
