abs_rho_permuted,backend,draw_index,greater_than_or_equal_abs_observed,rho_permuted
0.0841363416566355,OPEN3D_POINT_TO_PLANE,32,False,0.0841363416566355
0.0013333744868668784,OPEN3D_POINT_TO_PLANE,33,False,-0.0013333744868668784
0.023990452380217495,OPEN3D_POINT_TO_PLANE,34,False,-0.023990452380217495
0.09344115559122194,OPEN3D_POINT_TO_PLANE,35,False,0.09344115559122194
0.11285327736452772,OPEN3D_POINT_TO_PLANE,36,False,0.11285327736452772
0.009343909791454467,OPEN3D_POINT_TO_PLANE,37,False,0.009343909791454467
0.03045155714682552,OPEN3D_POINT_TO_PLANE,38,False,0.03045155714682552
0.08162597611037378,OPEN3D_POINT_TO_PLANE,39,False,0.08162597611037378
0.18163523565542147,OPEN3D_POINT_TO_PLANE,40,False,-0.18163523565542147
0.02873133944463306,OPEN3D_POINT_TO_PLANE,41,False,-0.02873133944463306
0.032879615625996686,OPEN3D_POINT_TO_PLANE,42,False,0.032879615625996686
0.04452195026595471,OPEN3D_POINT_TO_PLANE,43,False,0.04452195026595471
0.09172505324238403,OPEN3D_POINT_TO_PLANE,44,False,0.09172505324238403
0.052392563556488365,OPEN3D_POINT_TO_PLANE,45,False,0.052392563556488365
0.07255985267034991,OPEN3D_POINT_TO_PLANE,46,False,0.07255985267034991
0.08583392491537804,OPEN3D_POINT_TO_PLANE,47,False,-0.08583392491537804
0.02699671800569976,OPEN3D_POINT_TO_PLANE,48,False,-0.02699671800569976
0.0020638497072954926,OPEN3D_POINT_TO_PLANE,49,False,-0.0020638497072954926
0.034597775651511876,OPEN3D_POINT_TO_PLANE,50,False,0.034597775651511876
0.027704558782678475,OPEN3D_POINT_TO_PLANE,51,False,-0.027704558782678475
0.009549677459180839,OPEN3D_POINT_TO_PLANE,52,False,0.009549677459180839
0.0209574369579308,OPEN3D_POINT_TO_PLANE,53,False,-0.0209574369579308
0.007224502813872856,OPEN3D_POINT_TO_PLANE,54,False,0.007224502813872856
0.1533915655832999,OPEN3D_POINT_TO_PLANE,55,False,0.1533915655832999
0.02694733376544543,OPEN3D_POINT_TO_PLANE,56,False,0.02694733376544543
0.038268670843750324,OPEN3D_POINT_TO_PLANE,57,False,-0.038268670843750324
0.010160807432328159,OPEN3D_POINT_TO_PLANE,58,False,-0.010160807432328159
0.12475282158914369,OPEN3D_POINT_TO_PLANE,59,False,0.12475282158914369
0.04905089663261212,OPEN3D_POINT_TO_PLANE,60,False,-0.04905089663261212
0.09784046832721174,OPEN3D_POINT_TO_PLANE,61,False,-0.09784046832721174
0.0072512526106772845,OPEN3D_POINT_TO_PLANE,62,False,-0.0072512526106772845
0.113721616922333,OPEN3D_POINT_TO_PLANE,63,False,-0.113721616922333
0.04219471794396946,OPEN3D_POINT_TO_PLANE,64,False,0.04219471794396946
0.023912260666481475,OPEN3D_POINT_TO_PLANE,65,False,-0.023912260666481475
0.01764457750753624,OPEN3D_POINT_TO_PLANE,66,False,-0.01764457750753624
0.09874584606520778,OPEN3D_POINT_TO_PLANE,67,False,0.09874584606520778
0.13666059652046875,OPEN3D_POINT_TO_PLANE,68,False,-0.13666059652046875
0.025976110373776964,OPEN3D_POINT_TO_PLANE,69,False,0.025976110373776964
0.06988281531322983,OPEN3D_POINT_TO_PLANE,70,False,0.06988281531322983
0.0018663127462781775,OPEN3D_POINT_TO_PLANE,71,False,0.0018663127462781775
0.049900717100322026,OPEN3D_POINT_TO_PLANE,72,False,-0.049900717100322026
0.19789088140580469,OPEN3D_POINT_TO_PLANE,73,False,-0.19789088140580469
0.034597775651511876,OPEN3D_POINT_TO_PLANE,74,False,-0.034597775651511876
0.01781742234842639,OPEN3D_POINT_TO_PLANE,75,False,0.01781742234842639
0.02634443449900717,OPEN3D_POINT_TO_PLANE,76,False,-0.02634443449900717
0.05249544739035155,OPEN3D_POINT_TO_PLANE,77,False,-0.05249544739035155
0.04813728818790703,OPEN3D_POINT_TO_PLANE,78,False,0.04813728818790703
0.08465899153266046,OPEN3D_POINT_TO_PLANE,79,False,0.08465899153266046
0.008590800127575954,OPEN3D_POINT_TO_PLANE,80,False,0.008590800127575954
0.12101608074323282,OPEN3D_POINT_TO_PLANE,81,False,0.12101608074323282
0.025313538483698054,OPEN3D_POINT_TO_PLANE,82,False,-0.025313538483698054
0.023866991779581674,OPEN3D_POINT_TO_PLANE,83,False,-0.023866991779581674
0.07827813615646573,OPEN3D_POINT_TO_PLANE,84,False,0.07827813615646573
0.0963465950595183,OPEN3D_POINT_TO_PLANE,85,False,0.0963465950595183
0.0055701307653528405,OPEN3D_POINT_TO_PLANE,86,False,-0.0055701307653528405
0.11161249832813769,OPEN3D_POINT_TO_PLANE,87,False,-0.11161249832813769
0.10015123923577889,OPEN3D_POINT_TO_PLANE,88,False,-0.10015123923577889
0.04770517608568165,OPEN3D_POINT_TO_PLANE,89,False,0.04770517608568165
0.024412276099056555,OPEN3D_POINT_TO_PLANE,90,False,-0.024412276099056555
0.0720783563278702,OPEN3D_POINT_TO_PLANE,91,False,0.0720783563278702
0.04852824675658714,OPEN3D_POINT_TO_PLANE,92,False,-0.04852824675658714
0.043439612333714,OPEN3D_POINT_TO_PLANE,93,False,-0.043439612333714
0.08293465847711348,OPEN3D_POINT_TO_PLANE,94,False,-0.08293465847711348
0.026295050258752842,OPEN3D_POINT_TO_PLANE,95,False,0.026295050258752842
0.09726020350422339,OPEN3D_POINT_TO_PLANE,96,False,0.09726020350422339
0.06438264555490396,OPEN3D_POINT_TO_PLANE,97,False,-0.06438264555490396
0.07269154397769478,OPEN3D_POINT_TO_PLANE,98,False,-0.07269154397769478
0.037719271170920915,OPEN3D_POINT_TO_PLANE,99,False,-0.037719271170920915
0.08748623928722078,OPEN3D_POINT_TO_PLANE,100,False,-0.08748623928722078
0.07119355535664681,OPEN3D_POINT_TO_PLANE,101,False,0.07119355535664681
0.11499120343220469,OPEN3D_POINT_TO_PLANE,102,False,0.11499120343220469
0.03847032315812216,OPEN3D_POINT_TO_PLANE,103,False,-0.03847032315812216
0.0320174490982232,OPEN3D_POINT_TO_PLANE,104,False,0.0320174490982232
0.10495591427718962,OPEN3D_POINT_TO_PLANE,105,False,0.10495591427718962
0.21542228669609143,OPEN3D_POINT_TO_PLANE,106,False,-0.21542228669609143
0.10890871117421319,OPEN3D_POINT_TO_PLANE,107,False,-0.10890871117421319
0.07211539450806094,OPEN3D_POINT_TO_PLANE,108,False,0.07211539450806094
0.051349321481115665,OPEN3D_POINT_TO_PLANE,109,False,0.051349321481115665
0.07920409066123439,OPEN3D_POINT_TO_PLANE,110,False,0.07920409066123439
0.112106340730681,OPEN3D_POINT_TO_PLANE,111,False,0.112106340730681
0.02234019568505201,OPEN3D_POINT_TO_PLANE,112,False,-0.02234019568505201
0.009144315153759889,OPEN3D_POINT_TO_PLANE,113,False,-0.009144315153759889
0.02950091052192969,OPEN3D_POINT_TO_PLANE,114,False,0.02950091052192969
0.08956860808461166,OPEN3D_POINT_TO_PLANE,115,False,-0.08956860808461166
0.03331378540489933,OPEN3D_POINT_TO_PLANE,116,False,0.03331378540489933
0.08280296716976861,OPEN3D_POINT_TO_PLANE,117,False,0.08280296716976861
0.057598485549965536,OPEN3D_POINT_TO_PLANE,118,False,-0.057598485549965536
0.013457205469304605,OPEN3D_POINT_TO_PLANE,119,False,0.013457205469304605
0.04867022644731833,OPEN3D_POINT_TO_PLANE,120,False,0.04867022644731833
0.030821938948732985,OPEN3D_POINT_TO_PLANE,121,False,-0.030821938948732985
0.03198864162474151,OPEN3D_POINT_TO_PLANE,122,False,-0.03198864162474151
0.0016070454849429511,OPEN3D_POINT_TO_PLANE,123,False,0.0016070454849429511
0.1267014414025124,OPEN3D_POINT_TO_PLANE,124,False,0.1267014414025124
0.010739014578639258,OPEN3D_POINT_TO_PLANE,125,False,-0.010739014578639258
0.13448974762595553,OPEN3D_POINT_TO_PLANE,126,False,-0.13448974762595553
0.03190016152761917,OPEN3D_POINT_TO_PLANE,127,False,-0.03190016152761917
0.04719692994639752,OPEN3D_POINT_TO_PLANE,128,False,0.04719692994639752
0.016982005617457326,OPEN3D_POINT_TO_PLANE,129,False,-0.016982005617457326
0.04795827031698509,OPEN3D_POINT_TO_PLANE,130,False,0.04795827031698509
0.12776526024465776,OPEN3D_POINT_TO_PLANE,131,False,0.12776526024465776
0.020185808203956913,OPEN3D_POINT_TO_PLANE,132,False,-0.020185808203956913
0.09280121814459294,OPEN3D_POINT_TO_PLANE,133,False,-0.09280121814459294
0.06489294937086536,OPEN3D_POINT_TO_PLANE,134,False,0.06489294937086536
0.04586767081288517,OPEN3D_POINT_TO_PLANE,135,False,0.04586767081288517
0.04458573824294988,OPEN3D_POINT_TO_PLANE,136,False,-0.04458573824294988
0.09533010278095003,OPEN3D_POINT_TO_PLANE,137,False,0.09533010278095003
0.12064569894132535,OPEN3D_POINT_TO_PLANE,138,False,0.12064569894132535
0.14425548113624906,OPEN3D_POINT_TO_PLANE,139,False,-0.14425548113624906
0.03137133862156239,OPEN3D_POINT_TO_PLANE,140,False,0.03137133862156239
0.019045855324752822,OPEN3D_POINT_TO_PLANE,141,False,0.019045855324752822
0.06197516384250543,OPEN3D_POINT_TO_PLANE,142,False,0.06197516384250543
0.008105188431741722,OPEN3D_POINT_TO_PLANE,143,False,-0.008105188431741722
0.14918773213165015,OPEN3D_POINT_TO_PLANE,144,False,0.14918773213165015
0.07173883967612169,OPEN3D_POINT_TO_PLANE,145,False,-0.07173883967612169
0.006806794448388324,OPEN3D_POINT_TO_PLANE,146,False,-0.006806794448388324
0.002053561323909174,OPEN3D_POINT_TO_PLANE,147,False,0.002053561323909174
0.011494181919195035,OPEN3D_POINT_TO_PLANE,148,False,-0.011494181919195035
0.07008035227424714,OPEN3D_POINT_TO_PLANE,149,False,0.07008035227424714
0.06479006553700217,OPEN3D_POINT_TO_PLANE,150,False,-0.06479006553700217
0.05318888443058942,OPEN3D_POINT_TO_PLANE,151,False,0.05318888443058942
0.15071247054950254,OPEN3D_POINT_TO_PLANE,152,False,-0.15071247054950254
0.020292807391174623,OPEN3D_POINT_TO_PLANE,153,False,-0.020292807391174623
0.07790775435455827,OPEN3D_POINT_TO_PLANE,154,False,-0.07790775435455827
0.041976604216179506,OPEN3D_POINT_TO_PLANE,155,False,-0.041976604216179506
0.03807730691276479,OPEN3D_POINT_TO_PLANE,156,False,0.03807730691276479
0.08813029208720434,OPEN3D_POINT_TO_PLANE,157,False,-0.08813029208720434
0.07228000864224204,OPEN3D_POINT_TO_PLANE,158,False,-0.07228000864224204
0.00423058324845417,OPEN3D_POINT_TO_PLANE,159,False,0.00423058324845417
0.032828173709065094,OPEN3D_POINT_TO_PLANE,160,False,0.032828173709065094
0.09081350247435621,OPEN3D_POINT_TO_PLANE,161,False,0.09081350247435621
0.027797154233155343,OPEN3D_POINT_TO_PLANE,162,False,0.027797154233155343
0.0975132977355268,OPEN3D_POINT_TO_PLANE,163,False,-0.0975132977355268
0.021237280986038665,OPEN3D_POINT_TO_PLANE,164,False,0.021237280986038665
0.040867516487134374,OPEN3D_POINT_TO_PLANE,165,False,0.040867516487134374
0.016418202207887075,OPEN3D_POINT_TO_PLANE,166,False,-0.016418202207887075
0.007382943918022161,OPEN3D_POINT_TO_PLANE,167,False,0.007382943918022161
0.026175705011471546,OPEN3D_POINT_TO_PLANE,168,False,0.026175705011471546
0.0026605759437019656,OPEN3D_POINT_TO_PLANE,169,False,-0.0026605759437019656
0.07590357727090341,OPEN3D_POINT_TO_PLANE,170,False,0.07590357727090341
0.06935810776052759,OPEN3D_POINT_TO_PLANE,171,False,0.06935810776052759
0.026607817113696926,OPEN3D_POINT_TO_PLANE,172,False,-0.026607817113696926
0.06099776742080517,OPEN3D_POINT_TO_PLANE,173,False,-0.06099776742080517
0.009942693704538206,OPEN3D_POINT_TO_PLANE,174,False,-0.009942693704538206
0.047742214265872406,OPEN3D_POINT_TO_PLANE,175,False,-0.047742214265872406
0.01580295688138523,OPEN3D_POINT_TO_PLANE,176,False,-0.01580295688138523
0.0212352233093614,OPEN3D_POINT_TO_PLANE,177,False,-0.0212352233093614
0.05378355299031863,OPEN3D_POINT_TO_PLANE,178,False,-0.05378355299031863
0.07183760815663034,OPEN3D_POINT_TO_PLANE,179,False,0.07183760815663034
0.044235933207815055,OPEN3D_POINT_TO_PLANE,180,False,0.044235933207815055
0.143724600553515,OPEN3D_POINT_TO_PLANE,181,False,0.143724600553515
0.07925964793152052,OPEN3D_POINT_TO_PLANE,182,False,-0.07925964793152052
0.018208380917106495,OPEN3D_POINT_TO_PLANE,183,False,0.018208380917106495
0.08736895171661677,OPEN3D_POINT_TO_PLANE,184,False,0.08736895171661677
0.07490354640575327,OPEN3D_POINT_TO_PLANE,185,False,0.07490354640575327
0.01902322088130292,OPEN3D_POINT_TO_PLANE,186,False,-0.01902322088130292
0.029772523843328496,OPEN3D_POINT_TO_PLANE,187,False,-0.029772523843328496
0.03976460178812103,OPEN3D_POINT_TO_PLANE,188,False,0.03976460178812103
0.12573021801084397,OPEN3D_POINT_TO_PLANE,189,False,-0.12573021801084397
0.05744827515252528,OPEN3D_POINT_TO_PLANE,190,False,-0.05744827515252528
0.2412276099056555,OPEN3D_POINT_TO_PLANE,191,False,0.2412276099056555
0.00901056616973775,OPEN3D_POINT_TO_PLANE,192,False,0.00901056616973775
0.07613815241211148,OPEN3D_POINT_TO_PLANE,193,False,-0.07613815241211148
0.02110147432533926,OPEN3D_POINT_TO_PLANE,194,False,-0.02110147432533926
0.04221941006409663,OPEN3D_POINT_TO_PLANE,195,False,0.04221941006409663
0.09135672911715383,OPEN3D_POINT_TO_PLANE,196,False,0.09135672911715383
0.02332993816681585,OPEN3D_POINT_TO_PLANE,197,False,-0.02332993816681585
0.08140786238258381,OPEN3D_POINT_TO_PLANE,198,False,0.08140786238258381
0.00782740208031112,OPEN3D_POINT_TO_PLANE,199,False,0.00782740208031112
0.11027706616459355,OPEN3D_POINT_TO_PLANE,200,False,0.11027706616459355
0.0947930491681842,OPEN3D_POINT_TO_PLANE,201,False,0.0947930491681842
0.043373766680041566,OPEN3D_POINT_TO_PLANE,202,False,0.043373766680041566
0.15421052090085086,OPEN3D_POINT_TO_PLANE,203,False,0.15421052090085086
0.0439725505931253,OPEN3D_POINT_TO_PLANE,204,False,-0.0439725505931253
0.011599123429735486,OPEN3D_POINT_TO_PLANE,205,False,0.011599123429735486
0.057339218288630305,OPEN3D_POINT_TO_PLANE,206,False,-0.057339218288630305
0.06925728160334167,OPEN3D_POINT_TO_PLANE,207,False,0.06925728160334167
0.05379589905038222,OPEN3D_POINT_TO_PLANE,208,False,-0.05379589905038222
0.11750362665514366,OPEN3D_POINT_TO_PLANE,209,False,-0.11750362665514366
0.028029671697686144,OPEN3D_POINT_TO_PLANE,210,False,0.028029671697686144
0.03451341090774406,OPEN3D_POINT_TO_PLANE,211,False,-0.03451341090774406
0.016658950379126927,OPEN3D_POINT_TO_PLANE,212,False,0.016658950379126927
0.09101721246540531,OPEN3D_POINT_TO_PLANE,213,False,0.09101721246540531
0.08578248299844644,OPEN3D_POINT_TO_PLANE,214,False,-0.08578248299844644
0.14455795960780682,OPEN3D_POINT_TO_PLANE,215,False,0.14455795960780682
0.12267456814510735,OPEN3D_POINT_TO_PLANE,216,False,0.12267456814510735
0.008358282663045155,OPEN3D_POINT_TO_PLANE,217,False,-0.008358282663045155
0.09089169418809222,OPEN3D_POINT_TO_PLANE,218,False,-0.09089169418809222
0.04320503719250594,OPEN3D_POINT_TO_PLANE,219,False,0.04320503719250594
0.0833359054291799,OPEN3D_POINT_TO_PLANE,220,False,-0.0833359054291799
0.09771495004989865,OPEN3D_POINT_TO_PLANE,221,False,0.09771495004989865
0.0923999711925265,OPEN3D_POINT_TO_PLANE,222,False,0.0923999711925265
0.008823317592106751,OPEN3D_POINT_TO_PLANE,223,False,0.008823317592106751
0.027031698509213248,OPEN3D_POINT_TO_PLANE,224,False,-0.027031698509213248
0.03034250028293054,OPEN3D_POINT_TO_PLANE,225,False,0.03034250028293054
0.13198967046308013,OPEN3D_POINT_TO_PLANE,226,False,-0.13198967046308013
0.00677592929822937,OPEN3D_POINT_TO_PLANE,227,False,0.00677592929822937
0.16578906756381367,OPEN3D_POINT_TO_PLANE,228,False,-0.16578906756381367
0.07174295502947621,OPEN3D_POINT_TO_PLANE,229,False,0.07174295502947621
0.015370844779159851,OPEN3D_POINT_TO_PLANE,230,False,0.015370844779159851
0.0694877413911952,OPEN3D_POINT_TO_PLANE,231,False,0.0694877413911952
0.018770126649999486,OPEN3D_POINT_TO_PLANE,232,False,0.018770126649999486
0.06737862279699991,OPEN3D_POINT_TO_PLANE,233,False,0.06737862279699991
0.041505396257086116,OPEN3D_POINT_TO_PLANE,234,False,-0.041505396257086116
0.06676543514717531,OPEN3D_POINT_TO_PLANE,235,False,0.06676543514717531
0.1193329012212311,OPEN3D_POINT_TO_PLANE,236,False,0.1193329012212311
0.008358282663045155,OPEN3D_POINT_TO_PLANE,237,False,0.008358282663045155
0.09306871611263721,OPEN3D_POINT_TO_PLANE,238,False,0.09306871611263721
0.05384116793728201,OPEN3D_POINT_TO_PLANE,239,False,-0.05384116793728201
0.06476948877022952,OPEN3D_POINT_TO_PLANE,240,False,0.06476948877022952
0.16532197495807482,OPEN3D_POINT_TO_PLANE,241,False,0.16532197495807482
0.11754066483533442,OPEN3D_POINT_TO_PLANE,242,False,0.11754066483533442
0.008860355772297499,OPEN3D_POINT_TO_PLANE,243,False,-0.008860355772297499
0.07040340751257755,OPEN3D_POINT_TO_PLANE,244,False,-0.07040340751257755
0.036735701719188864,OPEN3D_POINT_TO_PLANE,245,False,0.036735701719188864
0.09586715639371586,OPEN3D_POINT_TO_PLANE,246,False,0.09586715639371586
0.013716472730639834,OPEN3D_POINT_TO_PLANE,247,False,0.013716472730639834
0.05422801115260759,OPEN3D_POINT_TO_PLANE,248,False,-0.05422801115260759
0.03414714445919113,OPEN3D_POINT_TO_PLANE,249,False,-0.03414714445919113
0.009654618969721288,OPEN3D_POINT_TO_PLANE,250,False,0.009654618969721288
0.004876693725114973,OPEN3D_POINT_TO_PLANE,251,False,0.004876693725114973
0.09929113038468267,OPEN3D_POINT_TO_PLANE,252,False,0.09929113038468267
0.040073253289710585,OPEN3D_POINT_TO_PLANE,253,False,-0.040073253289710585
0.03111824439025896,OPEN3D_POINT_TO_PLANE,254,False,0.03111824439025896
0.019459448336882824,OPEN3D_POINT_TO_PLANE,255,False,0.019459448336882824
0.052468697593547116,OPEN3D_POINT_TO_PLANE,256,False,-0.052468697593547116
0.009335679084745413,OPEN3D_POINT_TO_PLANE,257,False,0.009335679084745413
0.058440075310966386,OPEN3D_POINT_TO_PLANE,258,False,0.058440075310966386
0.005267652293795075,OPEN3D_POINT_TO_PLANE,259,False,0.005267652293795075
0.14627611963332202,OPEN3D_POINT_TO_PLANE,260,False,-0.14627611963332202
0.0987952303054621,OPEN3D_POINT_TO_PLANE,261,False,0.0987952303054621
0.02426618105497083,OPEN3D_POINT_TO_PLANE,262,False,-0.02426618105497083
0.03943537351975884,OPEN3D_POINT_TO_PLANE,263,False,0.03943537351975884
0.04164943362449458,OPEN3D_POINT_TO_PLANE,264,False,-0.04164943362449458
0.0005144191693159253,OPEN3D_POINT_TO_PLANE,265,False,-0.0005144191693159253
0.0784839038241921,OPEN3D_POINT_TO_PLANE,266,False,0.0784839038241921
0.02173729641861374,OPEN3D_POINT_TO_PLANE,267,False,0.02173729641861374
0.009627869172916859,OPEN3D_POINT_TO_PLANE,268,False,0.009627869172916859
0.09619638466207804,OPEN3D_POINT_TO_PLANE,269,False,0.09619638466207804
0.10916386308219388,OPEN3D_POINT_TO_PLANE,270,False,0.10916386308219388
0.04318034507237877,OPEN3D_POINT_TO_PLANE,271,False,-0.04318034507237877
0.10703622539790322,OPEN3D_POINT_TO_PLANE,272,False,0.10703622539790322
0.019403891066596707,OPEN3D_POINT_TO_PLANE,273,False,0.019403891066596707
0.12539070135909544,OPEN3D_POINT_TO_PLANE,274,False,0.12539070135909544
0.0660864018436783,OPEN3D_POINT_TO_PLANE,275,False,0.0660864018436783
0.2213010689630338,OPEN3D_POINT_TO_PLANE,276,False,-0.2213010689630338
0.003740856199265409,OPEN3D_POINT_TO_PLANE,277,False,-0.003740856199265409
0.23056678704075229,OPEN3D_POINT_TO_PLANE,278,False,-0.23056678704075229
0.03529532804510427,OPEN3D_POINT_TO_PLANE,279,False,0.03529532804510427
0.0514275131948517,OPEN3D_POINT_TO_PLANE,280,False,-0.0514275131948517
0.028225150982026194,OPEN3D_POINT_TO_PLANE,281,False,-0.028225150982026194
0.07378417029332181,OPEN3D_POINT_TO_PLANE,282,False,0.07378417029332181
0.24292519316439806,OPEN3D_POINT_TO_PLANE,283,False,-0.24292519316439806
0.06025083078695845,OPEN3D_POINT_TO_PLANE,284,False,0.06025083078695845
0.021494490570696627,OPEN3D_POINT_TO_PLANE,285,False,-0.021494490570696627
0.008092842371678139,OPEN3D_POINT_TO_PLANE,286,False,-0.008092842371678139
0.019488255810364515,OPEN3D_POINT_TO_PLANE,287,False,0.019488255810364515
0.08973322221879276,OPEN3D_POINT_TO_PLANE,288,False,-0.08973322221879276
0.06989310369661614,OPEN3D_POINT_TO_PLANE,289,False,-0.06989310369661614
0.0198236571087585,OPEN3D_POINT_TO_PLANE,290,False,0.0198236571087585
0.04907147339938476,OPEN3D_POINT_TO_PLANE,291,False,0.04907147339938476
0.027605790302169815,OPEN3D_POINT_TO_PLANE,292,False,-0.027605790302169815
0.007195695340391165,OPEN3D_POINT_TO_PLANE,293,False,-0.007195695340391165
0.06719548957272344,OPEN3D_POINT_TO_PLANE,294,False,0.06719548957272344
0.03746206158626295,OPEN3D_POINT_TO_PLANE,295,False,0.03746206158626295
0.0048252518081833805,OPEN3D_POINT_TO_PLANE,296,False,-0.0048252518081833805
0.06474479665010237,OPEN3D_POINT_TO_PLANE,297,False,-0.06474479665010237
0.1258001790178709,OPEN3D_POINT_TO_PLANE,298,False,0.1258001790178709
0.11939874687490354,OPEN3D_POINT_TO_PLANE,299,False,0.11939874687490354
0.008952951222774366,OPEN3D_POINT_TO_PLANE,300,False,0.008952951222774366
0.06596088356636522,OPEN3D_POINT_TO_PLANE,301,False,0.06596088356636522
0.09538771772791341,OPEN3D_POINT_TO_PLANE,302,False,-0.09538771772791341
0.05517454242414889,OPEN3D_POINT_TO_PLANE,303,False,-0.05517454242414889
0.13461320822659137,OPEN3D_POINT_TO_PLANE,304,False,0.13461320822659137
0.09633219132277744,OPEN3D_POINT_TO_PLANE,305,False,-0.09633219132277744
0.05072790312458204,OPEN3D_POINT_TO_PLANE,306,False,-0.05072790312458204
0.0038560860931921765,OPEN3D_POINT_TO_PLANE,307,False,-0.0038560860931921765
0.11856950317396628,OPEN3D_POINT_TO_PLANE,308,False,-0.11856950317396628
0.026688066504110212,OPEN3D_POINT_TO_PLANE,309,False,0.026688066504110212
0.06539913783347222,OPEN3D_POINT_TO_PLANE,310,False,0.06539913783347222
0.015446978816218607,OPEN3D_POINT_TO_PLANE,311,False,0.015446978816218607
0.03761844501373499,OPEN3D_POINT_TO_PLANE,312,False,0.03761844501373499
0.1234935234626583,OPEN3D_POINT_TO_PLANE,313,False,0.1234935234626583
0.022617982036482607,OPEN3D_POINT_TO_PLANE,314,False,-0.022617982036482607
0.02525592353673467,OPEN3D_POINT_TO_PLANE,315,False,0.02525592353673467
0.1477453007808883,OPEN3D_POINT_TO_PLANE,316,False,-0.1477453007808883
0.0669588567548381,OPEN3D_POINT_TO_PLANE,317,False,0.0669588567548381
0.01112380011728757,OPEN3D_POINT_TO_PLANE,318,False,-0.01112380011728757
0.03667397141887095,OPEN3D_POINT_TO_PLANE,319,False,-0.03667397141887095
0.0032120332932086383,OPEN3D_POINT_TO_PLANE,320,False,0.0032120332932086383
0.04877516795785878,OPEN3D_POINT_TO_PLANE,321,False,0.04877516795785878
0.05392964803440435,OPEN3D_POINT_TO_PLANE,322,False,-0.05392964803440435
0.0795724147864646,OPEN3D_POINT_TO_PLANE,323,False,-0.0795724147864646
0.015411998312705124,OPEN3D_POINT_TO_PLANE,324,False,-0.015411998312705124
0.029342469417780383,OPEN3D_POINT_TO_PLANE,325,False,-0.029342469417780383
0.040534172865417654,OPEN3D_POINT_TO_PLANE,326,False,0.040534172865417654
0.07287879255532578,OPEN3D_POINT_TO_PLANE,327,False,0.07287879255532578
0.06879841970431186,OPEN3D_POINT_TO_PLANE,328,False,0.06879841970431186
0.0012346060063582209,OPEN3D_POINT_TO_PLANE,329,False,-0.0012346060063582209
0.13769560788913238,OPEN3D_POINT_TO_PLANE,330,False,0.13769560788913238
0.007992016214492217,OPEN3D_POINT_TO_PLANE,331,False,-0.007992016214492217
0.07359897939236806,OPEN3D_POINT_TO_PLANE,332,False,-0.07359897939236806
0.06197310616582816,OPEN3D_POINT_TO_PLANE,333,False,-0.06197310616582816
0.0646810086731072,OPEN3D_POINT_TO_PLANE,334,False,0.0646810086731072
0.1385783511836785,OPEN3D_POINT_TO_PLANE,335,False,-0.1385783511836785
