relative_path,local_path,size_bytes,sha256,status
source_metadata/sequences/loc_handheld_2/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_2/remote_zip_inventory.json,3302,9663c20c60007be3190111258b8ff8fe711662a0d753806d9a196817c68237eb,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_2/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_2/rosbag_metadata.yaml,10102,c4e49fb0c5b9a54610021dc9ceeb45da1c8a6c84ab58ebe18385c60ca6638e7c,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_3/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_3/GT_ODOM/data.csv,1212600,c2142e02ee6b0f71998245710321d4b6204a9996eaac4c0a679066f278530e4d,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_3/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_3/TF/data.csv,734704,1eaab5cb9379540c395ad86a7bd2ca300fa870a81ea22dfb8edadf97eabffced,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_3/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_3/TF_STATIC/data.csv,1495,689c4ed7ba9862cada55644b93aaca95b26c7a0a8104bc041ef78b8787b087dc,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_3/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_3/VELODYNE_CLOUD/data.csv,9498,9b869f6fabdd598e6d3d18e11fced2f9b29298a53cd3de0446bda3b51530ec56,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_3/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_3/remote_zip_inventory.json,3298,e3b9e5ea4a481b7457351af306982a9832aba8b732835318e5a3329a38db3ee6,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_3/rosbag_metadata.yaml,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_3/rosbag_metadata.yaml,10101,9454f07222e5063d8da4a611e0cc21e4eb277edaaebb50dba10ab08cd70a867f,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_4/GT_ODOM/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_4/GT_ODOM/data.csv,1329211,a2222e13fdc1abf675637a20e1d8bc31f548d9bb365530f513f708686e583b85,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_4/TF/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_4/TF/data.csv,806201,7cce98f96d393a6115d5d9e342c223ed6eac42fb0316682396c4799b07299383,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_4/TF_STATIC/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_4/TF_STATIC/data.csv,2074,95c02e55701a09ce9d93ebb9d1bb3f68d788a6fdaadccd4684f1286efcd718e8,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_4/VELODYNE_CLOUD/data.csv,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_4/VELODYNE_CLOUD/data.csv,10444,5c8ef6c8374b696c90cedfe86814c9e48353450560a733e6de0fc37bd1d0d104,MATERIALIZED_SMALL_STAGE1_EVIDENCE
source_metadata/sequences/loc_handheld_4/remote_zip_inventory.json,/home/lj/zero_perturbation_data/cavers_stage1_v1/source_metadata/sequences/loc_handheld_4/remote_zip_inventory.json,3300,5c01ee29b14df9a8777a6a6cb100b90f12bbd3a74ea1db1d33a5b5c4c82e0a3f,MATERIALIZED_SMALL_STAGE1_EVIDENCE
