planned_trial_id,planned_snapshot_id,scene_variant,condition,geometry_seed,measurement_seed,repeat_index,backend
synthetic-confirmatory-v1::2139efad994f1889496edd8666f158e0618d2e7162d799aeb2e93b99f5ce5aa4::pcl_point_to_plane,synthetic-confirmatory-v1::2139efad994f1889496edd8666f158e0618d2e7162d799aeb2e93b99f5ce5aa4,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,469989467,3,pcl_point_to_plane
synthetic-confirmatory-v1::cc173ca4d4611ebf06ba1ceebfb3d4be6b77f1815dd4cb206f2314f965431042::open3d_point_to_plane,synthetic-confirmatory-v1::cc173ca4d4611ebf06ba1ceebfb3d4be6b77f1815dd4cb206f2314f965431042,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,469989467,4,open3d_point_to_plane
synthetic-confirmatory-v1::cc173ca4d4611ebf06ba1ceebfb3d4be6b77f1815dd4cb206f2314f965431042::pcl_point_to_plane,synthetic-confirmatory-v1::cc173ca4d4611ebf06ba1ceebfb3d4be6b77f1815dd4cb206f2314f965431042,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,469989467,4,pcl_point_to_plane
synthetic-confirmatory-v1::03b5cca9a210aff835c40b3d891f299302793eb81b38250aa238a51c1fa07308::open3d_point_to_plane,synthetic-confirmatory-v1::03b5cca9a210aff835c40b3d891f299302793eb81b38250aa238a51c1fa07308,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,1088311622,0,open3d_point_to_plane
synthetic-confirmatory-v1::03b5cca9a210aff835c40b3d891f299302793eb81b38250aa238a51c1fa07308::pcl_point_to_plane,synthetic-confirmatory-v1::03b5cca9a210aff835c40b3d891f299302793eb81b38250aa238a51c1fa07308,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,1088311622,0,pcl_point_to_plane
synthetic-confirmatory-v1::3e66b11d91c88aa97763c113be14d7a8fb43e892b56fe320602939c9739e0d44::open3d_point_to_plane,synthetic-confirmatory-v1::3e66b11d91c88aa97763c113be14d7a8fb43e892b56fe320602939c9739e0d44,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,1088311622,1,open3d_point_to_plane
synthetic-confirmatory-v1::3e66b11d91c88aa97763c113be14d7a8fb43e892b56fe320602939c9739e0d44::pcl_point_to_plane,synthetic-confirmatory-v1::3e66b11d91c88aa97763c113be14d7a8fb43e892b56fe320602939c9739e0d44,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,1088311622,1,pcl_point_to_plane
synthetic-confirmatory-v1::9ea30464dd6e3e97ddc15318b378d9a58f1d8358f46285e07c002df682c08088::open3d_point_to_plane,synthetic-confirmatory-v1::9ea30464dd6e3e97ddc15318b378d9a58f1d8358f46285e07c002df682c08088,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,1088311622,2,open3d_point_to_plane
synthetic-confirmatory-v1::9ea30464dd6e3e97ddc15318b378d9a58f1d8358f46285e07c002df682c08088::pcl_point_to_plane,synthetic-confirmatory-v1::9ea30464dd6e3e97ddc15318b378d9a58f1d8358f46285e07c002df682c08088,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,1088311622,2,pcl_point_to_plane
synthetic-confirmatory-v1::1c612f318fe3a64fb6db5da92ab583b2e97ea5d3b66309bb884fe87a53d2b847::open3d_point_to_plane,synthetic-confirmatory-v1::1c612f318fe3a64fb6db5da92ab583b2e97ea5d3b66309bb884fe87a53d2b847,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,1088311622,3,open3d_point_to_plane
synthetic-confirmatory-v1::1c612f318fe3a64fb6db5da92ab583b2e97ea5d3b66309bb884fe87a53d2b847::pcl_point_to_plane,synthetic-confirmatory-v1::1c612f318fe3a64fb6db5da92ab583b2e97ea5d3b66309bb884fe87a53d2b847,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,1088311622,3,pcl_point_to_plane
synthetic-confirmatory-v1::63e1d7ddec56e4c30026817723514ec5ff9526bb00199be5b2a628f3ed0d5c15::open3d_point_to_plane,synthetic-confirmatory-v1::63e1d7ddec56e4c30026817723514ec5ff9526bb00199be5b2a628f3ed0d5c15,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,1088311622,4,open3d_point_to_plane
synthetic-confirmatory-v1::63e1d7ddec56e4c30026817723514ec5ff9526bb00199be5b2a628f3ed0d5c15::pcl_point_to_plane,synthetic-confirmatory-v1::63e1d7ddec56e4c30026817723514ec5ff9526bb00199be5b2a628f3ed0d5c15,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,1088311622,4,pcl_point_to_plane
synthetic-confirmatory-v1::5f8a65a5d4eb6ed4629462eb8d35855db6057f7d8c0610a0b5a81b2dfacfcfb0::open3d_point_to_plane,synthetic-confirmatory-v1::5f8a65a5d4eb6ed4629462eb8d35855db6057f7d8c0610a0b5a81b2dfacfcfb0,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,916609326,0,open3d_point_to_plane
synthetic-confirmatory-v1::5f8a65a5d4eb6ed4629462eb8d35855db6057f7d8c0610a0b5a81b2dfacfcfb0::pcl_point_to_plane,synthetic-confirmatory-v1::5f8a65a5d4eb6ed4629462eb8d35855db6057f7d8c0610a0b5a81b2dfacfcfb0,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,916609326,0,pcl_point_to_plane
synthetic-confirmatory-v1::d29ad4aae0395ac1c4aef6562172b5c04a32558179793b6ed97c31c2aa9301ae::open3d_point_to_plane,synthetic-confirmatory-v1::d29ad4aae0395ac1c4aef6562172b5c04a32558179793b6ed97c31c2aa9301ae,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,916609326,1,open3d_point_to_plane
synthetic-confirmatory-v1::d29ad4aae0395ac1c4aef6562172b5c04a32558179793b6ed97c31c2aa9301ae::pcl_point_to_plane,synthetic-confirmatory-v1::d29ad4aae0395ac1c4aef6562172b5c04a32558179793b6ed97c31c2aa9301ae,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,916609326,1,pcl_point_to_plane
synthetic-confirmatory-v1::0ba2489f503b63b957be2e4444bf6826181313963ee09d4670298ea2dbf81d14::open3d_point_to_plane,synthetic-confirmatory-v1::0ba2489f503b63b957be2e4444bf6826181313963ee09d4670298ea2dbf81d14,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,916609326,2,open3d_point_to_plane
synthetic-confirmatory-v1::0ba2489f503b63b957be2e4444bf6826181313963ee09d4670298ea2dbf81d14::pcl_point_to_plane,synthetic-confirmatory-v1::0ba2489f503b63b957be2e4444bf6826181313963ee09d4670298ea2dbf81d14,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,916609326,2,pcl_point_to_plane
synthetic-confirmatory-v1::3b2fb0d536b709da86c1b69f566dc83a08a50362050815aa939e9e1332d4e051::open3d_point_to_plane,synthetic-confirmatory-v1::3b2fb0d536b709da86c1b69f566dc83a08a50362050815aa939e9e1332d4e051,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,916609326,3,open3d_point_to_plane
synthetic-confirmatory-v1::3b2fb0d536b709da86c1b69f566dc83a08a50362050815aa939e9e1332d4e051::pcl_point_to_plane,synthetic-confirmatory-v1::3b2fb0d536b709da86c1b69f566dc83a08a50362050815aa939e9e1332d4e051,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,916609326,3,pcl_point_to_plane
synthetic-confirmatory-v1::a86315533bf4deb577c2024769e0e0bad23007ef0cb67abc90da3f287c2b8cb9::open3d_point_to_plane,synthetic-confirmatory-v1::a86315533bf4deb577c2024769e0e0bad23007ef0cb67abc90da3f287c2b8cb9,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,916609326,4,open3d_point_to_plane
synthetic-confirmatory-v1::a86315533bf4deb577c2024769e0e0bad23007ef0cb67abc90da3f287c2b8cb9::pcl_point_to_plane,synthetic-confirmatory-v1::a86315533bf4deb577c2024769e0e0bad23007ef0cb67abc90da3f287c2b8cb9,GEOMETRY_RICH_ROOM,FULL_NOISE,248284635,916609326,4,pcl_point_to_plane
synthetic-confirmatory-v1::4d288ae8b1ad77339425cf4df39b3afce61ad9a595f236aa93a612a3dcaa807d::open3d_point_to_plane,synthetic-confirmatory-v1::4d288ae8b1ad77339425cf4df39b3afce61ad9a595f236aa93a612a3dcaa807d,GEOMETRY_RICH_ROOM,IDEAL_MATCHED,376488233,,0,open3d_point_to_plane
synthetic-confirmatory-v1::4d288ae8b1ad77339425cf4df39b3afce61ad9a595f236aa93a612a3dcaa807d::pcl_point_to_plane,synthetic-confirmatory-v1::4d288ae8b1ad77339425cf4df39b3afce61ad9a595f236aa93a612a3dcaa807d,GEOMETRY_RICH_ROOM,IDEAL_MATCHED,376488233,,0,pcl_point_to_plane
synthetic-confirmatory-v1::360fff0780ee668e6d827b277163b256b7ee18502618c6ae11f5761c48772272::open3d_point_to_plane,synthetic-confirmatory-v1::360fff0780ee668e6d827b277163b256b7ee18502618c6ae11f5761c48772272,GEOMETRY_RICH_ROOM,INDEPENDENT_NOISE_FREE,376488233,,0,open3d_point_to_plane
synthetic-confirmatory-v1::360fff0780ee668e6d827b277163b256b7ee18502618c6ae11f5761c48772272::pcl_point_to_plane,synthetic-confirmatory-v1::360fff0780ee668e6d827b277163b256b7ee18502618c6ae11f5761c48772272,GEOMETRY_RICH_ROOM,INDEPENDENT_NOISE_FREE,376488233,,0,pcl_point_to_plane
synthetic-confirmatory-v1::5d502069e5c70a5ccaf5f1dd77ec4dfc8a21d709cd8d596dad2ca93a5f2ce9b2::open3d_point_to_plane,synthetic-confirmatory-v1::5d502069e5c70a5ccaf5f1dd77ec4dfc8a21d709cd8d596dad2ca93a5f2ce9b2,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,469989467,0,open3d_point_to_plane
synthetic-confirmatory-v1::5d502069e5c70a5ccaf5f1dd77ec4dfc8a21d709cd8d596dad2ca93a5f2ce9b2::pcl_point_to_plane,synthetic-confirmatory-v1::5d502069e5c70a5ccaf5f1dd77ec4dfc8a21d709cd8d596dad2ca93a5f2ce9b2,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,469989467,0,pcl_point_to_plane
synthetic-confirmatory-v1::61bf41d710b816a85b1fd38c0260a28ccb5d45b7131095c0277ff9d2a6ed531f::open3d_point_to_plane,synthetic-confirmatory-v1::61bf41d710b816a85b1fd38c0260a28ccb5d45b7131095c0277ff9d2a6ed531f,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,469989467,1,open3d_point_to_plane
synthetic-confirmatory-v1::61bf41d710b816a85b1fd38c0260a28ccb5d45b7131095c0277ff9d2a6ed531f::pcl_point_to_plane,synthetic-confirmatory-v1::61bf41d710b816a85b1fd38c0260a28ccb5d45b7131095c0277ff9d2a6ed531f,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,469989467,1,pcl_point_to_plane
synthetic-confirmatory-v1::f7a13259ed89edcd80a04a7a9bd1f68da11712c018d2cefc7df43d3a93fa1ec8::open3d_point_to_plane,synthetic-confirmatory-v1::f7a13259ed89edcd80a04a7a9bd1f68da11712c018d2cefc7df43d3a93fa1ec8,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,469989467,2,open3d_point_to_plane
synthetic-confirmatory-v1::f7a13259ed89edcd80a04a7a9bd1f68da11712c018d2cefc7df43d3a93fa1ec8::pcl_point_to_plane,synthetic-confirmatory-v1::f7a13259ed89edcd80a04a7a9bd1f68da11712c018d2cefc7df43d3a93fa1ec8,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,469989467,2,pcl_point_to_plane
synthetic-confirmatory-v1::0dfd426d032b92daedbdca835eac2185d7609ea07eb175a9a9feaa7bc9676196::open3d_point_to_plane,synthetic-confirmatory-v1::0dfd426d032b92daedbdca835eac2185d7609ea07eb175a9a9feaa7bc9676196,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,469989467,3,open3d_point_to_plane
synthetic-confirmatory-v1::0dfd426d032b92daedbdca835eac2185d7609ea07eb175a9a9feaa7bc9676196::pcl_point_to_plane,synthetic-confirmatory-v1::0dfd426d032b92daedbdca835eac2185d7609ea07eb175a9a9feaa7bc9676196,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,469989467,3,pcl_point_to_plane
synthetic-confirmatory-v1::60d9754fc4bf4cd58898f5457ab07cd90fe95f1b75bb5b1d5dc80ee5f728980d::open3d_point_to_plane,synthetic-confirmatory-v1::60d9754fc4bf4cd58898f5457ab07cd90fe95f1b75bb5b1d5dc80ee5f728980d,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,469989467,4,open3d_point_to_plane
synthetic-confirmatory-v1::60d9754fc4bf4cd58898f5457ab07cd90fe95f1b75bb5b1d5dc80ee5f728980d::pcl_point_to_plane,synthetic-confirmatory-v1::60d9754fc4bf4cd58898f5457ab07cd90fe95f1b75bb5b1d5dc80ee5f728980d,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,469989467,4,pcl_point_to_plane
synthetic-confirmatory-v1::a8e9aa93cdfa0dffee305062d5855c2fa28ffe03f9f71faf3833fd983f800db8::open3d_point_to_plane,synthetic-confirmatory-v1::a8e9aa93cdfa0dffee305062d5855c2fa28ffe03f9f71faf3833fd983f800db8,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,1088311622,0,open3d_point_to_plane
synthetic-confirmatory-v1::a8e9aa93cdfa0dffee305062d5855c2fa28ffe03f9f71faf3833fd983f800db8::pcl_point_to_plane,synthetic-confirmatory-v1::a8e9aa93cdfa0dffee305062d5855c2fa28ffe03f9f71faf3833fd983f800db8,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,1088311622,0,pcl_point_to_plane
synthetic-confirmatory-v1::a46d069ae83d42481cd430ce272861c05e983a7bf0a097ec8c170c3a884e5062::open3d_point_to_plane,synthetic-confirmatory-v1::a46d069ae83d42481cd430ce272861c05e983a7bf0a097ec8c170c3a884e5062,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,1088311622,1,open3d_point_to_plane
synthetic-confirmatory-v1::a46d069ae83d42481cd430ce272861c05e983a7bf0a097ec8c170c3a884e5062::pcl_point_to_plane,synthetic-confirmatory-v1::a46d069ae83d42481cd430ce272861c05e983a7bf0a097ec8c170c3a884e5062,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,1088311622,1,pcl_point_to_plane
synthetic-confirmatory-v1::41c614775de5503810ba8303d67e2e87af68cc50d777700bfcf2dbf5b9bf43fd::open3d_point_to_plane,synthetic-confirmatory-v1::41c614775de5503810ba8303d67e2e87af68cc50d777700bfcf2dbf5b9bf43fd,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,1088311622,2,open3d_point_to_plane
synthetic-confirmatory-v1::41c614775de5503810ba8303d67e2e87af68cc50d777700bfcf2dbf5b9bf43fd::pcl_point_to_plane,synthetic-confirmatory-v1::41c614775de5503810ba8303d67e2e87af68cc50d777700bfcf2dbf5b9bf43fd,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,1088311622,2,pcl_point_to_plane
synthetic-confirmatory-v1::a231e923693b076af7171a527390826396ac0e1835d1e6143de0e82a2f8c3005::open3d_point_to_plane,synthetic-confirmatory-v1::a231e923693b076af7171a527390826396ac0e1835d1e6143de0e82a2f8c3005,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,1088311622,3,open3d_point_to_plane
synthetic-confirmatory-v1::a231e923693b076af7171a527390826396ac0e1835d1e6143de0e82a2f8c3005::pcl_point_to_plane,synthetic-confirmatory-v1::a231e923693b076af7171a527390826396ac0e1835d1e6143de0e82a2f8c3005,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,1088311622,3,pcl_point_to_plane
synthetic-confirmatory-v1::c56ec50f3ed34dc9fa17ad3a88f9c7fae73b6b6254d7a7da12b4a79cdd8d3576::open3d_point_to_plane,synthetic-confirmatory-v1::c56ec50f3ed34dc9fa17ad3a88f9c7fae73b6b6254d7a7da12b4a79cdd8d3576,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,1088311622,4,open3d_point_to_plane
synthetic-confirmatory-v1::c56ec50f3ed34dc9fa17ad3a88f9c7fae73b6b6254d7a7da12b4a79cdd8d3576::pcl_point_to_plane,synthetic-confirmatory-v1::c56ec50f3ed34dc9fa17ad3a88f9c7fae73b6b6254d7a7da12b4a79cdd8d3576,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,1088311622,4,pcl_point_to_plane
synthetic-confirmatory-v1::303db214f90559cc178ea8353304698f3dac33e1f7ab4ca26655ae360dacbdbe::open3d_point_to_plane,synthetic-confirmatory-v1::303db214f90559cc178ea8353304698f3dac33e1f7ab4ca26655ae360dacbdbe,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,916609326,0,open3d_point_to_plane
synthetic-confirmatory-v1::303db214f90559cc178ea8353304698f3dac33e1f7ab4ca26655ae360dacbdbe::pcl_point_to_plane,synthetic-confirmatory-v1::303db214f90559cc178ea8353304698f3dac33e1f7ab4ca26655ae360dacbdbe,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,916609326,0,pcl_point_to_plane
synthetic-confirmatory-v1::15ef6c89cae0821cf88a8a521127a591f169d0125a1d3b2562baf4965865165f::open3d_point_to_plane,synthetic-confirmatory-v1::15ef6c89cae0821cf88a8a521127a591f169d0125a1d3b2562baf4965865165f,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,916609326,1,open3d_point_to_plane
synthetic-confirmatory-v1::15ef6c89cae0821cf88a8a521127a591f169d0125a1d3b2562baf4965865165f::pcl_point_to_plane,synthetic-confirmatory-v1::15ef6c89cae0821cf88a8a521127a591f169d0125a1d3b2562baf4965865165f,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,916609326,1,pcl_point_to_plane
synthetic-confirmatory-v1::9c6741c50275bfec51995ad50099b08e47a3a239cef69e710a73d86ec6176ecc::open3d_point_to_plane,synthetic-confirmatory-v1::9c6741c50275bfec51995ad50099b08e47a3a239cef69e710a73d86ec6176ecc,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,916609326,2,open3d_point_to_plane
synthetic-confirmatory-v1::9c6741c50275bfec51995ad50099b08e47a3a239cef69e710a73d86ec6176ecc::pcl_point_to_plane,synthetic-confirmatory-v1::9c6741c50275bfec51995ad50099b08e47a3a239cef69e710a73d86ec6176ecc,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,916609326,2,pcl_point_to_plane
synthetic-confirmatory-v1::4340beeea1320646e9429cf1269018c42d96d87a56e25453211bc515034f4ec7::open3d_point_to_plane,synthetic-confirmatory-v1::4340beeea1320646e9429cf1269018c42d96d87a56e25453211bc515034f4ec7,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,916609326,3,open3d_point_to_plane
synthetic-confirmatory-v1::4340beeea1320646e9429cf1269018c42d96d87a56e25453211bc515034f4ec7::pcl_point_to_plane,synthetic-confirmatory-v1::4340beeea1320646e9429cf1269018c42d96d87a56e25453211bc515034f4ec7,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,916609326,3,pcl_point_to_plane
synthetic-confirmatory-v1::133e631f427ad1326b52d63735e0ade32af63ff3cdd6b4a72656587eb7864fbb::open3d_point_to_plane,synthetic-confirmatory-v1::133e631f427ad1326b52d63735e0ade32af63ff3cdd6b4a72656587eb7864fbb,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,916609326,4,open3d_point_to_plane
synthetic-confirmatory-v1::133e631f427ad1326b52d63735e0ade32af63ff3cdd6b4a72656587eb7864fbb::pcl_point_to_plane,synthetic-confirmatory-v1::133e631f427ad1326b52d63735e0ade32af63ff3cdd6b4a72656587eb7864fbb,GEOMETRY_RICH_ROOM,FULL_NOISE,376488233,916609326,4,pcl_point_to_plane
synthetic-confirmatory-v1::0cfc710597dd05f3bd704cf29dad9b9731693595468dcd6613428c9db2741838::open3d_point_to_plane,synthetic-confirmatory-v1::0cfc710597dd05f3bd704cf29dad9b9731693595468dcd6613428c9db2741838,GEOMETRY_RICH_ROOM,IDEAL_MATCHED,198112089,,0,open3d_point_to_plane
synthetic-confirmatory-v1::0cfc710597dd05f3bd704cf29dad9b9731693595468dcd6613428c9db2741838::pcl_point_to_plane,synthetic-confirmatory-v1::0cfc710597dd05f3bd704cf29dad9b9731693595468dcd6613428c9db2741838,GEOMETRY_RICH_ROOM,IDEAL_MATCHED,198112089,,0,pcl_point_to_plane
synthetic-confirmatory-v1::c87109eee16aa2a5805963a03d54ef1d6abff79d0e80182f54daafb1e3e27cec::open3d_point_to_plane,synthetic-confirmatory-v1::c87109eee16aa2a5805963a03d54ef1d6abff79d0e80182f54daafb1e3e27cec,GEOMETRY_RICH_ROOM,INDEPENDENT_NOISE_FREE,198112089,,0,open3d_point_to_plane
synthetic-confirmatory-v1::c87109eee16aa2a5805963a03d54ef1d6abff79d0e80182f54daafb1e3e27cec::pcl_point_to_plane,synthetic-confirmatory-v1::c87109eee16aa2a5805963a03d54ef1d6abff79d0e80182f54daafb1e3e27cec,GEOMETRY_RICH_ROOM,INDEPENDENT_NOISE_FREE,198112089,,0,pcl_point_to_plane
synthetic-confirmatory-v1::b5f4925cdf1088b42fdee506a99f2acbcf139f2b8fb2c272d4a9946a20e3deb2::open3d_point_to_plane,synthetic-confirmatory-v1::b5f4925cdf1088b42fdee506a99f2acbcf139f2b8fb2c272d4a9946a20e3deb2,GEOMETRY_RICH_ROOM,FULL_NOISE,198112089,469989467,0,open3d_point_to_plane
synthetic-confirmatory-v1::b5f4925cdf1088b42fdee506a99f2acbcf139f2b8fb2c272d4a9946a20e3deb2::pcl_point_to_plane,synthetic-confirmatory-v1::b5f4925cdf1088b42fdee506a99f2acbcf139f2b8fb2c272d4a9946a20e3deb2,GEOMETRY_RICH_ROOM,FULL_NOISE,198112089,469989467,0,pcl_point_to_plane
synthetic-confirmatory-v1::61d8af8a9873bc46d7a5eadafd96ba13ca7e5c5744af2d6235e82cf6f65e6471::open3d_point_to_plane,synthetic-confirmatory-v1::61d8af8a9873bc46d7a5eadafd96ba13ca7e5c5744af2d6235e82cf6f65e6471,GEOMETRY_RICH_ROOM,FULL_NOISE,198112089,469989467,1,open3d_point_to_plane
synthetic-confirmatory-v1::61d8af8a9873bc46d7a5eadafd96ba13ca7e5c5744af2d6235e82cf6f65e6471::pcl_point_to_plane,synthetic-confirmatory-v1::61d8af8a9873bc46d7a5eadafd96ba13ca7e5c5744af2d6235e82cf6f65e6471,GEOMETRY_RICH_ROOM,FULL_NOISE,198112089,469989467,1,pcl_point_to_plane
synthetic-confirmatory-v1::cbc289f16abecf8f0452e79cd6afb3823cbd15bc9720bdfd2478a825259a5fab::open3d_point_to_plane,synthetic-confirmatory-v1::cbc289f16abecf8f0452e79cd6afb3823cbd15bc9720bdfd2478a825259a5fab,GEOMETRY_RICH_ROOM,FULL_NOISE,198112089,469989467,2,open3d_point_to_plane
synthetic-confirmatory-v1::cbc289f16abecf8f0452e79cd6afb3823cbd15bc9720bdfd2478a825259a5fab::pcl_point_to_plane,synthetic-confirmatory-v1::cbc289f16abecf8f0452e79cd6afb3823cbd15bc9720bdfd2478a825259a5fab,GEOMETRY_RICH_ROOM,FULL_NOISE,198112089,469989467,2,pcl_point_to_plane
synthetic-confirmatory-v1::581f50560efa860f8ab3935cad96e5ef412dad0097d191919f18bee341a32539::open3d_point_to_plane,synthetic-confirmatory-v1::581f50560efa860f8ab3935cad96e5ef412dad0097d191919f18bee341a32539,GEOMETRY_RICH_ROOM,FULL_NOISE,198112089,469989467,3,open3d_point_to_plane
synthetic-confirmatory-v1::581f50560efa860f8ab3935cad96e5ef412dad0097d191919f18bee341a32539::pcl_point_to_plane,synthetic-confirmatory-v1::581f50560efa860f8ab3935cad96e5ef412dad0097d191919f18bee341a32539,GEOMETRY_RICH_ROOM,FULL_NOISE,198112089,469989467,3,pcl_point_to_plane
