planned_snapshot_id,scene_variant,condition,geometry_seed,measurement_seed,repeat_index,planned_backend_count,replicate_semantics
synthetic-confirmatory-v2::362c22819849d44d5fa03306d8db47b3585a5ed96770ab8fe5bc2a630002b271,GEOMETRY_RICH_ROOM,FULL_NOISE,1632408808,23963997,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::bbd0eff40471a881be4820bf3ffe59aae93e339df008ef557325c73e34aa7cf9,GEOMETRY_RICH_ROOM,FULL_NOISE,1632408808,925756274,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::f3d4611a5e9450d73efbeac89ef6c0c29100a267facaf8c383cd3392707f9719,GEOMETRY_RICH_ROOM,FULL_NOISE,1632408808,925756274,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::8ca2738c19369b09d3da6bb05a51d8c02717fbd0adfe95b74c9879db20bcbf25,GEOMETRY_RICH_ROOM,FULL_NOISE,1632408808,925756274,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::06da47107b3098881bc34c223086626db032cb298ba3013d8d346da29184ae33,GEOMETRY_RICH_ROOM,FULL_NOISE,1632408808,925756274,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::475dee34ca41316c476220c0eac9d08e67d0c662ff88a85301b9afd4a2ce5e32,GEOMETRY_RICH_ROOM,FULL_NOISE,1632408808,925756274,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::2f3c6c9355744db04e2b8b77901aa09d9edcc34887b97d1ed3761cfd00047780,GEOMETRY_RICH_ROOM,IDEAL_MATCHED,2098780325,,0,2,ONE_CONTROL_INPUT
synthetic-confirmatory-v2::7671b43a5b935330a57e00a445111e54d94dbfbec55883ba15730fca0a341106,GEOMETRY_RICH_ROOM,INDEPENDENT_NOISE_FREE,2098780325,,0,2,ONE_DETERMINISTIC_INDEPENDENT_INPUT
synthetic-confirmatory-v2::7308f86970cbf1cb8957fcabdaf7d6b8650340a11b2340bdc08fe5fa60ca1e98,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,740417430,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::76d3c3f4adfc0cec9edad92c69179b6c2a2e33be790d0f0589efda5010152881,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,740417430,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::2ec7ac569643d2b126b42469f16c7e7617d9ead80e19bc6e3249abf00e62955e,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,740417430,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::41f7f12d6aff7742cc00443e2495d29d0fc50e1ea6059d26ecca3af8e623abd3,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,740417430,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::02353da28a4a1f4bc90b755afe50088da0c566cba3e73dc9891123c3ff69810b,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,740417430,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::36b87c319282ca516f3f30218a68262d94cc07206d368d3fd0b5221dcd7f5b85,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,23963997,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::35edefd44ec28d14c109309f8f738957f07391a2e92033f4cfdb35be3939a092,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,23963997,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::423b8fd7ce6d5215d09e2e7c45b9a76c10f6c36b84a67c39659b9950aa074237,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,23963997,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::ccd5058accf5eeee107015b72d87237fa5fe40f53b61fb05fc0f3c4a3ae29396,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,23963997,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::2e4e0d8b1e5ff91e1f29917fab5aef1a2684105b777b78a0f6863db94f1629f7,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,23963997,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::6f3a9ebf9a2f069e5be98dd1a81da1877363f442281c855493d38ed26ac67aa1,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,925756274,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::737aac68cba81735fc2fd14ca1a7a4802e35670e9a7375accef80b49ac58e4f7,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,925756274,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::490b41ee70596ab58203f5b9cd2e3621ffb07da179289ad1c2e413446548a2af,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,925756274,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::8023832fdb369039a4844b6fc43861902b3a3936e655843da507b8ee5e33d8ee,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,925756274,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::630118c7254f002bf38c879bd4a978fec4ab70a076fc0de766f32822d99cd66b,GEOMETRY_RICH_ROOM,FULL_NOISE,2098780325,925756274,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::c6c5a02757dd85d5ff49accc1e14e205b3a82df94eb25e0a44510366ed9dd198,GEOMETRY_RICH_ROOM,IDEAL_MATCHED,2113923543,,0,2,ONE_CONTROL_INPUT
synthetic-confirmatory-v2::0e6c2ea720ac4c0ff9d7d16a7da566b725f054e1cd1be6042c391a1fb5cb0ffc,GEOMETRY_RICH_ROOM,INDEPENDENT_NOISE_FREE,2113923543,,0,2,ONE_DETERMINISTIC_INDEPENDENT_INPUT
synthetic-confirmatory-v2::1bbb4327597db6b355f104063f50f9712ea6d9680bf5193e2ecc239430b5a812,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,740417430,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::451f123b28f5061cbd0b7a2824f18e27333357cf54b716822dd111a2b7c0f188,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,740417430,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::35329001ac6e8ca50b53e84259f3e92bdfccffc0593ab57871edcc3e19c7d722,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,740417430,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::cca59072d1cb68f4e37c1267e59a625d51519ec879f7bb38017e619ac00de4f1,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,740417430,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::cfd0b59017fd6628735714cb19440f0fa2144dfb65f0687df5fd953355c8f4fe,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,740417430,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::d594c068cd64a905afe071b7fad6070257373c0bfbb26a4721a46ac11a9a0bfb,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,23963997,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::c8b44d3b6aa237fd2b6119b1cf0f3de47dc0db09f6a5f2ac6e3ee707c7caf000,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,23963997,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::10928a25b9246a5fac4adf8e3c2fc6fa0d491518f11db906e9ab222dcc521e97,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,23963997,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::e090a3c940619751f875580520c1f65a014fbb0449bb487b386dfa0b69b0367d,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,23963997,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::e6bd9020b491c165a27488086f2713730eb95b32014babab8ea574e333a0ff7f,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,23963997,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::039f83fbf5f5ff4305b60b14967d0669c34756ab29f253c6c3765fd83cee6a75,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,925756274,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::5f317f427511175ac95b3807f32581e837bbdf866c5aca651a1fc35a4921a10f,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,925756274,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::21700fa08c0f8f22a6ade5be78d06371e5051e54b4765c0847d73bb529750534,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,925756274,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::0a058a01a3f1cc6486f0a4e74a1c0b71407eb958b3d54e191f024beb2738268e,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,925756274,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::6565e9b70bcbcb4e3182cf42ef669822027821902658ceeaef9ad175d45b4ee4,GEOMETRY_RICH_ROOM,FULL_NOISE,2113923543,925756274,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::58239655c5404338fc4e32adb7faa48dd458ef86307014cd69f18247417afa7c,GEOMETRY_RICH_ROOM,IDEAL_MATCHED,143826534,,0,2,ONE_CONTROL_INPUT
synthetic-confirmatory-v2::8ac035bf2b693907e82569ced8dc886a2e28475a44801107d5db7fd5e821188d,GEOMETRY_RICH_ROOM,INDEPENDENT_NOISE_FREE,143826534,,0,2,ONE_DETERMINISTIC_INDEPENDENT_INPUT
synthetic-confirmatory-v2::4da6b1b4b54cf99823aca3776d863f0ee202eea4d9f23bffa8ce1b3e91516b7e,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,740417430,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::e91a2448153d84531a20c47e9a16fb00bf1f281bb623716afc600f20629cf703,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,740417430,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::d9938f0f478704295bd1f1dda6c273b5dce5a50f18935ddbb6f8014a28999a47,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,740417430,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::144c7500c36824ac38d59f438b5fc8bb4d051cde82ef6de7b66556fe1749c5c4,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,740417430,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::d6ba95ab919b4909674f85f629796b1c15eb8e0afab39861dc0b095c6f27b1c0,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,740417430,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::ef0e6a736084660e9dba80d3f40f2beed09e6bdca0901e5cb3af5834ad5098af,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,23963997,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::19dec81deda6442e4f7988e493080e296b11eeaa6c153eaa7bc11cc2410513e9,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,23963997,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::bdcadd440bbd041090efbe61f5cccb0d6e819df1fcdde5fb82bca9b7807d92f1,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,23963997,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::d0492be000608bd896a19bc2904ebe327b4cdb151db5131717b634a978c2655c,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,23963997,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::b3e184aca97ebce2c716a0c5511009752c04da048c26a3ab32fb06d20566c9c8,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,23963997,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::efce0c7723f1fcefd737e654516abe15d94accb4774c45d6691a3960dcf81f1c,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,925756274,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::90aadec814fd3623fb4bfb3e8471b8dc70d1819e87863a8386392f5f7fb375e5,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,925756274,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::13f1a48917055ca56733d3180349b61ae5b12dbd7d785aeb81d11dea6bff5dc9,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,925756274,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::48c331f3eeecaec01407d5d91760cbc239b14cb5ffa304449cadb60417dbed72,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,925756274,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::eebffda5dc46a78568eeaceddba8a566375009521a6d801c057c8b0459f52e18,GEOMETRY_RICH_ROOM,FULL_NOISE,143826534,925756274,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::2a031711bcb10343895790e04ade078e222c9af3dd5babaf3b65d09a060a7949,GEOMETRY_RICH_ROOM,IDEAL_MATCHED,1099133161,,0,2,ONE_CONTROL_INPUT
synthetic-confirmatory-v2::58c445b45ff561074b0cf6300f3cbd9733672da26d92db23c81914f77ccb731b,GEOMETRY_RICH_ROOM,INDEPENDENT_NOISE_FREE,1099133161,,0,2,ONE_DETERMINISTIC_INDEPENDENT_INPUT
synthetic-confirmatory-v2::bde414ed312eedb831a2c1672b06687329ac96ab80064db38e56d1e5cd8e1604,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,740417430,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::a6f15313fec28cd23967fb15223bf961ad919cf57751e5baf68684990e9f7ea9,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,740417430,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::12abeed20031e621480a8d9c4dbb25ff3a0824383ecb1544075405fb18d86465,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,740417430,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::bcdc368c480f27c91765348ca1d6b84b63de9750c6ead22e999ce3a08e3f7aff,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,740417430,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::50ba2270c49071fea885701786ddad8b8ee7dd24fb4091cc0b45e91ae5d86b3d,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,740417430,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::9c9021778f0cabf074d43680567c5e11c2111674d6b6757f304a8546a64478e5,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,23963997,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::0902aa204d8a38112172d95b3cb261428e536e23cd4b9514aaa7db3850afed7b,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,23963997,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::e90842157d40eb52540c5253d5177c321ea46e047c4ffe4aab021e48ce9f366d,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,23963997,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::153c70504acfb8abc46e6e0aed3b8c8e99a59d1324e21f564f168621d1933ea4,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,23963997,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::5baafb8f4b7c1ddff82dcb5dc1182a1a31843eec9ec157f05ead2908af7bf8f7,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,23963997,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::a3c6fbe681424e130e85350320c53d847039d7f0b1d246353d1863b4f81cc9b3,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,925756274,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::00e1154baf99a99911f952769e2b5b5976418fe7a2645640424685fdf6688497,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,925756274,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::a6fef9d96f0c05effc93964098faeb1aa6b2abbd53b486c789ffeac3e02c9393,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,925756274,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::e33be61a59ceac4501b6dd8780089083c29ab820e60d54d361836467e61c8aa0,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,925756274,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::53dca0d0bbb8f5294b0ace7f104faea7ca8388f059586f279b30a537342d6eca,GEOMETRY_RICH_ROOM,FULL_NOISE,1099133161,925756274,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::2ac1765ce56f8153e7114c2ae23633823806bd9f505df3ef49d795150b1cd74f,LONG_CORRIDOR,IDEAL_MATCHED,1632408808,,0,2,ONE_CONTROL_INPUT
synthetic-confirmatory-v2::1ef8d27769bd524e2e6f1f51e2ca48fe64dc86a2b12094e2b21a7c008d4d652b,LONG_CORRIDOR,INDEPENDENT_NOISE_FREE,1632408808,,0,2,ONE_DETERMINISTIC_INDEPENDENT_INPUT
synthetic-confirmatory-v2::320199b205f19ee8b4f84a10998189da6611dfe52d869748d1cd266df31faa43,LONG_CORRIDOR,FULL_NOISE,1632408808,740417430,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::a316acb708f6ce212bffc7e6f10a3b083c04e3bf25ca73139ed15c497a678db1,LONG_CORRIDOR,FULL_NOISE,1632408808,740417430,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::9ef5c6306ba242cf84abe5761a5b9d56e21264a0871e005a748c2780b7172e1d,LONG_CORRIDOR,FULL_NOISE,1632408808,740417430,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::bed8702578781a82d46851de2d41684ac6a442d0089e4a25d2d2ff415a9a53bd,LONG_CORRIDOR,FULL_NOISE,1632408808,740417430,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::7ff602b669431382be8b3ea75fa7a6cd8d99b71996197218c027eb43cc3c7e9e,LONG_CORRIDOR,FULL_NOISE,1632408808,740417430,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::a4f6775d14d84e441e534c647a20b76585fab65f91aa81dc044479b896617600,LONG_CORRIDOR,FULL_NOISE,1632408808,23963997,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::14b37f3ffe46c3819b7bd6bf3905ced3badda29287cbaa1e6ceedd83d626ee4a,LONG_CORRIDOR,FULL_NOISE,1632408808,23963997,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::c3cdab5cdf479bb4b9702864faef7f667d038e8c99b978e095574b96463ff3a6,LONG_CORRIDOR,FULL_NOISE,1632408808,23963997,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::fcf707543acad0691e8d50d0da5d9fb6a54e60a502d56195e251918923c08913,LONG_CORRIDOR,FULL_NOISE,1632408808,23963997,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::20db5a9086c436d83c556ddcffb97c33ad4b025c21dcf97c6046372a9ce4898d,LONG_CORRIDOR,FULL_NOISE,1632408808,23963997,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::8b34db9b920f032f2b3a8c2ca41ec01cd0d53a90697aa09b9f145c935db80688,LONG_CORRIDOR,FULL_NOISE,1632408808,925756274,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::3b574607d8b562ea788cfcea1e7a76d0a2e231c91a27a47132dceb4f4473e661,LONG_CORRIDOR,FULL_NOISE,1632408808,925756274,1,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::4f2febcec079e9679824b44a07b70e9871f8cd883101c534bec8f40435f099cf,LONG_CORRIDOR,FULL_NOISE,1632408808,925756274,2,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::0345d2fbcd72e922a873f2ad033344689d71f4dfc25f0922cddcaaa39dc8809b,LONG_CORRIDOR,FULL_NOISE,1632408808,925756274,3,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::c328faef7060ce8110811e8e06823b796582cfb80c83497f0ab4afcf2eae0f6d,LONG_CORRIDOR,FULL_NOISE,1632408808,925756274,4,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
synthetic-confirmatory-v2::b4b527f8f92d95ef778821040da239d3d31e8e2e3c1432ed2243801c1f0035af,LONG_CORRIDOR,IDEAL_MATCHED,2098780325,,0,2,ONE_CONTROL_INPUT
synthetic-confirmatory-v2::cf456466ec835cb825a25631bdfd7288254218d2a78ff3f5e301c208f3c1274a,LONG_CORRIDOR,INDEPENDENT_NOISE_FREE,2098780325,,0,2,ONE_DETERMINISTIC_INDEPENDENT_INPUT
synthetic-confirmatory-v2::10ef6d34d2e227b6f287066b1659ddde022efbc1721e632ce9a3ed9b71e39770,LONG_CORRIDOR,FULL_NOISE,2098780325,740417430,0,2,FIFTEEN_STOCHASTIC_INPUTS_PER_SCENE_GEOMETRY
